户型,建筑面积,朝向,楼层,装修,建筑年代,电梯,产权性质,住宅类别,建筑结构,建筑类别,区域,学校,总价,单价
2室1厅1卫,68.98,南,高,精装修,2012,有 ,商品房,,,板楼,七里河,0,94.5,13700.0
2室2厅1卫,87.0,南北,高,简装修,2011,有 ,商品房,,,板楼,安宁,1,118.0,13563.0
1室1厅1卫,35.0,北,低,简装修,2006,有 ,商品房,普通住宅,平层,板楼,城关,0,43.6,12457.0
3室2厅1卫,115.53,南,中,精装修,2020,有 ,个人产权,,平层,板楼,七里河,0,110.0,9521.0
2室2厅1卫,110.68,东南,高,精装修,2004,有 ,个人产权,普通住宅,平层,板楼,城关,1,127.95,11560.0
2室1厅1卫,70.0,南北,高,,,有 ,,,,,七里河,0,67.0,9571.0
2室2厅1卫,94.0,南,低,中装修,2008,无 ,个人产权,普通住宅,平层,钢混,七里河,1,149.0,15851.0
2室2厅1卫,93.12,南,低,精装修,2014,有 ,商品房,普通住宅,平层,钢混,城关,1,147.0,15786.0
2室1厅2卫,116.9,东西,高,精装修,2008,有 ,个人产权,普通住宅,复式,钢混,西固,0,144.5,12361.0
2室1厅1卫,55.0,南北,高,简装修,2000,无 ,商品房,,,板楼,城关,1,62.0,11273.0
2室2厅1卫,102.0,南,高,精装修,2014,有 ,商品房,普通住宅,平层,板楼,安宁,0,151.9,14892.0
2室2厅1卫,110.22,西南,中,中装修,2002,有 ,个人产权,普通住宅,平层,塔楼,城关,0,133.0,12067.0
2室1厅1卫,97.6,东南,中,,,有 ,,,,,安宁,0,102.0,10451.0
2室1厅1卫,73.08,东南,中,简装修,2009,有 ,商品房,,,板楼,七里河,1,128.0,17515.0
1室1厅1卫,47.61,南北,高,简装修,1995,无 ,商品房,普通住宅,平层,板楼,城关,0,43.0,9032.0
2室1厅1卫,96.0,南北,中,,,有 ,,,,,城关,0,101.0,10521.0
2室2厅1卫,80.0,南北,高,精装修,2003,无 ,商品房,普通住宅,平层,板楼,城关,1,111.0,13875.0
2室2厅1卫,90.37,西北,中,简装修,2012,有 ,商品房,普通住宅,,板楼,七里河,1,128.0,14164.0
2室2厅1卫,91.75,南,中,精装修,2010,有 ,个人产权,普通住宅,平层,板楼,城关,1,138.0,15041.0
3室2厅2卫,118.0,南北,低,,,无 ,,,,,安宁,0,140.0,11864.0
2室1厅1卫,83.98,南北,中,简装修,1998,无 ,商品房,普通住宅,平层,板楼,安宁,0,94.0,11193.0
3室2厅1卫,106.0,南北,低,,,无 ,,,,,西固,0,95.0,8962.0
2室2厅2卫,98.7,南北,中,简装修,1998,有 ,个人产权,普通住宅,平层,钢混,城关,1,131.0,13273.0
2室2厅1卫,93.79,南,高,精装修,2015,无 ,商品房,普通住宅,平层,板楼,安宁,0,143.8,15332.0
2室2厅1卫,100.64,南,低,精装修,2012,有 ,商品房,普通住宅,,板楼,城关,1,156.0,15501.0
2室1厅1卫,83.05,西南,中,中装修,2012,有 ,商品房,普通住宅,平层,板楼,城关,1,139.0,16737.0
2室2厅1卫,76.24,南北,中,精装修,2003,有 ,个人产权,普通住宅,平层,板楼,安宁,0,81.2,10651.0
2室1厅1卫,60.0,南北,高,简装修,2008,无 ,商品房,普通住宅,平层,砖混,城关,1,75.0,12500.0
3室2厅1卫,113.0,南,低,毛坯,2018,有 ,商品房,普通住宅,平层,钢混,城关,0,130.0,11504.0
2室1厅1卫,92.0,南北,中,简装修,2010,有 ,个人产权,普通住宅,平层,板楼,城关,1,147.0,15978.0
2室2厅2卫,54.0,东西,高,精装修,2020,无 ,商品房,商住楼,平层,,七里河,0,45.0,8333.0
2室2厅1卫,94.57,东南,高,精装修,2006,有 ,个人产权,普通住宅,平层,板楼,安宁,0,114.8,12139.0
2室2厅2卫,135.78,南北,中,精装修,2006,有 ,商品房,普通住宅,,板楼,七里河,1,169.8,12506.0
2室1厅1卫,73.0,南北,中,,1998,无 ,商品房,普通住宅,平层,板楼,安宁,0,80.0,10959.0
2室1厅1卫,95.09,南,高,,,有 ,,,,,城关,1,82.0,8623.0
3室2厅2卫,103.0,南北,中,精装修,,无 ,个人产权,普通住宅,平层,板楼,榆中,0,78.0,7573.0
2室2厅1卫,73.03,南,高,简装修,2001,无 ,商品房,普通住宅,平层,钢混,安宁,0,99.0,13556.0
2室1厅1卫,59.0,南北,中,简装修,1999,无 ,商品房,普通住宅,平层,板楼,城关,1,115.0,19492.0
3室2厅1卫,114.0,南北,中,精装修,2019,有 ,个人产权,普通住宅,平层,平房,七里河,0,118.0,10351.0
3室2厅2卫,116.0,南北,中,毛坯,2020,有 ,商品房(免税),普通住宅,平层,板楼,城关,0,152.0,13103.0
2室1厅1卫,78.25,西北,低,简装修,2016,有 ,个人产权,普通住宅,平层,板楼,七里河,0,56.0,7157.0
3室2厅1卫,94.66,南,中,毛坯,2015,有 ,个人产权,普通住宅,平层,塔板结合,安宁,0,110.0,11621.0
1室2厅1卫,50.0,东,中,豪华装修,2001,有 ,商品房,,,板楼,城关,0,61.0,12200.0
2室2厅1卫,88.09,西南,低,简装修,2000,有 ,商品房,普通住宅,,板楼,城关,1,145.0,16460.0
3室2厅2卫,140.0,南北,高,精装修,2002,有 ,个人产权,普通住宅,平层,钢混,城关,1,175.0,12500.0
2室2厅1卫,83.0,西,中,简装修,2004,有 ,房改房,经济适用房,平层,,城关,0,160.0,19277.0
2室1厅1卫,65.0,南北,中,简装修,2000,无 ,商品房,普通住宅,平层,板楼,城关,1,132.0,20308.0
2室1厅1卫,85.66,东,高,精装修,2012,无 ,商品房,普通住宅,,板楼,七里河,1,120.0,14009.0
3室1厅1卫,97.0,南北,高,简装修,2014,无 ,个人产权,普通住宅,平层,钢混,安宁,0,135.0,13918.0
3室2厅1卫,95.0,南北,中,毛坯,2020,有 ,个人产权,普通住宅,平层,钢混,七里河,0,95.0,10000.0
2室2厅1卫,87.0,南北,中,,,有 ,,,,,城关,1,98.0,11264.0
2室2厅1卫,95.0,南,中,,2015,有 ,个人产权,普通住宅,平层,钢混,安宁,0,139.3,14663.0
2室2厅1卫,96.34,东南,低,精装修,2011,有 ,个人产权,普通住宅,平层,钢混,七里河,1,168.0,17438.0
2室2厅1卫,97.0,南北,中,毛坯,2018,有 ,商品房,普通住宅,平层,板楼,城关,0,100.0,10309.0
2室2厅1卫,108.36,南,高,,2014,有 ,个人产权,普通住宅,平层,钢混,安宁,0,151.9,14018.0
1室1厅1卫,45.0,南,中,精装修,2006,无 ,个人产权,普通住宅,平层,板楼,七里河,1,45.0,10000.0
2室2厅1卫,108.36,南,中,中装修,2010,无 ,个人产权,普通住宅,平层,塔楼,安宁,0,142.0,13104.0
2室2厅1卫,108.0,东北,高,,,有 ,,,,,城关,0,96.0,8889.0
1室1厅1卫,42.26,北,高,简装修,2000,有 ,商品房,普通住宅,平层,板楼,城关,1,59.0,13961.0
2室1厅1卫,99.82,西南,低,豪华装修,2007,有 ,商品房,普通住宅,平层,钢混,城关,0,109.5,10970.0
3室2厅1卫,110.0,南北,中,,,有 ,,,,,榆中,0,58.0,5273.0
3室2厅2卫,128.34,东南,高,简装修,2008,有 ,个人产权,普通住宅,平层,板楼,城关,1,140.0,10909.0
3室2厅2卫,135.85,南北,低,毛坯,2016,无 ,个人产权,普通住宅,平层,板楼,七里河,0,186.0,13692.0
2室1厅1卫,65.34,南北,中,,1998,无 ,商品房,普通住宅,平层,板楼,安宁,0,76.0,11631.0
3室2厅1卫,121.84,南北,高,简装修,2000,无 ,商品房,,,,七里河,1,112.8,9258.0
3室2厅2卫,128.1,南,中,,,有 ,,,,,城关,0,118.0,9212.0
2室1厅1卫,60.0,西,中,简装修,2000,无 ,个人产权,普通住宅,平层,砖混,城关,1,63.0,10500.0
3室2厅2卫,108.0,南北,中,毛坯,2012,有 ,商品房,,,板楼,安宁,0,150.0,13889.0
1室1厅1卫,65.99,北,中,,2008,有 ,个人产权,普通住宅,平层,塔楼,城关,1,79.0,11972.0
2室2厅1卫,85.0,东北,中,简装修,2008,有 ,商品房,普通住宅,,板楼,安宁,1,119.0,14000.0
2室2厅1卫,96.0,南北,中,精装修,2012,有 ,个人产权,普通住宅,平层,板楼,城关,1,135.0,14063.0
3室2厅1卫,97.0,南北,中,,,有 ,,,,,城关,0,92.0,9485.0
2室1厅1卫,70.61,东,中,中装修,2010,无 ,个人产权,普通住宅,平层,板楼,城关,1,94.0,13313.0
2室2厅1卫,85.0,南北,中,简装修,2001,有 ,个人产权,普通住宅,平层,板楼,城关,1,99.0,11647.0
3室2厅2卫,140.0,南北,中,毛坯,2018,有 ,商品房(免税),普通住宅,平层,板楼,城关,1,190.0,13571.0
3室1厅2卫,83.67,南北,高,,,有 ,,,,,城关,0,86.0,10278.0
2室2厅1卫,89.0,南,低,,,无 ,,,,,榆中,0,57.0,6404.0
4室2厅2卫,177.0,南北,低,毛坯,2015,有 ,商品房,普通住宅,平层,板楼,城关,0,175.0,9887.0
3室2厅2卫,135.7,南北,中,精装修,2017,有 ,个人产权,普通住宅,平层,钢混,城关,0,132.0,9727.0
2室2厅1卫,96.58,南北,高,简装修,2004,无 ,个人产权,普通住宅,平层,钢混,安宁,0,104.0,10768.0
2室2厅1卫,93.4,西南,中,精装修,2008,有 ,商品房,普通住宅,,板楼,七里河,1,149.0,15953.0
3室2厅1卫,119.17,南北,中,毛坯,2020,有 ,个人产权,普通住宅,平层,钢混,城关,1,172.0,14433.0
2室1厅1卫,54.0,南,中,,2000,有 ,,,,,城关,1,68.0,12593.0
3室2厅1卫,110.0,南北,低,,,无 ,,,,,榆中,0,64.0,5818.0
1室1厅1卫,48.47,北,低,中装修,2008,有 ,个人产权,普通住宅,平层,钢混,七里河,1,65.0,13410.0
2室1厅1卫,68.9,南北,高,简装修,2000,无 ,商品房,普通住宅,,板楼,安宁,1,77.8,11292.0
3室2厅2卫,136.0,南北,低,毛坯,2016,有 ,个人产权,普通住宅,平层,钢混,七里河,0,189.0,13897.0
2室1厅1卫,87.0,西南,低,精装修,1990,无 ,个人产权,普通住宅,平层,砖混,城关,0,124.0,14253.0
3室2厅2卫,134.31,南北,高,毛坯,2020,有 ,商品房,普通住宅,平层,,榆中,0,70.0,5212.0
3室1厅1卫,94.27,南北,高,简装修,2012,有 ,个人产权,普通住宅,平层,塔板结合,安宁,1,133.0,14108.0
2室2厅1卫,90.54,东西,中,简装修,2005,有 ,商品房,普通住宅,,板楼,七里河,1,118.0,13033.0
2室1厅1卫,54.0,南北,高,精装修,2002,无 ,房改房,普通住宅,平层,板楼,安宁,0,55.0,10185.0
3室2厅2卫,131.0,南北,低,,,无 ,,,,,安宁,0,148.0,11298.0
2室2厅1卫,103.62,南北,低,精装修,2002,有 ,商品房,普通住宅,平层,板楼,城关,0,103.0,9940.0
2室1厅1卫,93.0,南,低,,,无 ,,,,,榆中,0,46.0,4946.0
2室2厅1卫,75.0,南北,高,中装修,2005,无 ,经济适用房,普通住宅,平层,,城关,1,62.8,8373.0
4室2厅3卫,192.0,南北,中,,,有 ,,,,,城关,0,197.0,10260.0
2室2厅1卫,86.0,南,低,,,无 ,个人产权,普通住宅,平层,砖混,城关,0,115.0,13372.0
2室2厅1卫,93.0,南北,高,精装修,2006,无 ,商品房,普通住宅,平层,板楼,安宁,1,129.0,13871.0
2室1厅1卫,68.0,南北,中,精装修,2008,有 ,商品房,普通住宅,,板楼,城关,0,87.0,12794.0
2室2厅1卫,97.47,南北,高,精装修,2002,无 ,个人产权,,平层,板楼,七里河,0,103.0,10567.0
2室1厅1卫,96.19,东南,中,,,有 ,,,,,七里河,0,54.0,5614.0
2室1厅1卫,63.0,南北,中,精装修,2002,有 ,经济适用房,普通住宅,平层,塔楼,城关,0,79.0,12540.0
2室2厅1卫,87.0,南北,低,简装修,2006,无 ,个人产权,普通住宅,平层,板楼,安宁,1,122.0,14023.0
2室1厅1卫,60.43,东北,中,中装修,2011,有 ,个人产权,普通住宅,平层,板楼,七里河,1,106.0,17541.0
2室1厅1卫,68.66,南,中,简装修,2000,有 ,商品房,普通住宅,,板楼,七里河,0,101.0,14710.0
2室1厅1卫,47.61,南北,高,毛坯,2015,无 ,商品房,商住楼,复式,,七里河,0,40.0,8402.0
3室2厅2卫,133.0,南北,中,毛坯,2019,无 ,商品房,普通住宅,平层,板楼,安宁,0,80.0,6015.0
1室1厅1卫,82.0,西,中,简装修,2005,无 ,个人产权,普通住宅,平层,钢混,城关,1,126.0,15366.0
3室1厅1卫,80.0,南北,低,精装修,2001,无 ,个人产权,普通住宅,平层,钢混,城关,0,83.0,10375.0
2室1厅1卫,85.0,南北,低,简装修,,无 ,个人产权,普通住宅,,钢混,城关,0,94.0,11059.0
2室1厅1卫,47.59,东,高,毛坯,2020,无 ,商品房,商住楼,平层,,七里河,0,38.0,7985.0
2室1厅1卫,88.0,东南,低,,,无 ,,,,,安宁,0,95.0,10795.0
3室2厅1卫,106.0,南,中,,,有 ,,,,,皋兰,0,81.0,7642.0
2室2厅1卫,63.59,南北,高,毛坯,1995,无 ,商品房,,,砖混,城关,0,58.0,9121.0
3室2厅2卫,125.0,南北,中,毛坯,2011,有 ,商品房(免税),普通住宅,平层,板楼,城关,0,180.0,14400.0
2室2厅1卫,93.0,东北,中,精装修,,有 ,个人产权,普通住宅,平层,钢混,城关,0,132.0,14194.0
2室1厅1卫,57.28,南,中,中装修,1998,无 ,商品房,普通住宅,,,城关,0,64.0,11173.0
3室2厅2卫,130.0,南北,高,,,有 ,,,,,永登,0,62.0,4769.0
2室2厅1卫,85.66,南北,中,精装修,2003,无 ,个人产权,普通住宅,平层,板楼,城关,1,96.0,11207.0
2室2厅1卫,94.55,东西,中,简装修,2008,有 ,个人产权,普通住宅,平层,板楼,安宁,1,147.0,15547.0
2室2厅1卫,101.0,南,高,毛坯,2014,有 ,商品房,,,板楼,安宁,0,146.0,14455.0
2室2厅1卫,94.43,东,高,精装修,2015,有 ,个人产权,普通住宅,平层,板楼,城关,0,130.0,13767.0
3室2厅2卫,134.6,南北,低,,,无 ,,,,,城关,0,121.0,8990.0
3室2厅2卫,136.92,南,中,中装修,2006,有 ,个人产权,普通住宅,复式,钢混,安宁,1,186.0,13585.0
3室2厅2卫,143.0,东西,中,简装修,2000,有 ,商品房,,,板楼,城关,0,164.0,11469.0
2室1厅1卫,71.27,南北,高,中装修,2000,有 ,个人产权,普通住宅,平层,钢混,七里河,0,75.0,10523.0
2室2厅1卫,94.82,南北,低,精装修,2006,无 ,商品房,普通住宅,平层,板楼,城关,0,104.0,10968.0
2室2厅1卫,112.6,南,中,精装修,2006,有 ,商品房,,,板楼,城关,1,166.0,14742.0
2室2厅1卫,113.15,东北,中,精装修,2006,有 ,个人产权,普通住宅,跃层,塔楼,城关,0,135.0,11931.0
3室2厅2卫,110.08,南北,低,,,无 ,,,,,榆中,0,57.0,5178.0
3室2厅2卫,141.0,南北,低,,,无 ,,,,,新区,0,155.0,10993.0
3室2厅1卫,107.28,南北,低,精装修,2008,有 ,商品房,,,板楼,七里河,1,143.0,13330.0
2室2厅1卫,102.53,南北,中,中装修,2009,有 ,商品房,普通住宅,平层,,城关,0,92.0,8973.0
4室2厅2卫,192.34,南北,高,简装修,2006,无 ,个人产权,普通住宅,平层,板楼,安宁,0,173.0,8994.0
2室1厅1卫,54.28,西南,中,简装修,2000,有 ,商品房,普通住宅,平层,板楼,城关,0,72.0,13265.0
2室2厅1卫,80.0,南北,低,简装修,1980,无 ,个人产权,普通住宅,平层,板楼,城关,0,106.0,13250.0
2室2厅1卫,100.0,东,高,精装修,2005,有 ,商品房,普通住宅,,板楼,城关,1,193.0,19300.0
2室2厅1卫,112.0,东北,中,中装修,2005,无 ,个人产权,普通住宅,平层,钢混,城关,0,159.0,14196.0
2室1厅1卫,61.3,南,高,简装修,1998,有 ,商品房,,,板楼,城关,1,68.0,11093.0
2室2厅1卫,99.9,南北,高,精装修,2014,有 ,个人产权,普通住宅,平层,,城关,1,159.0,15916.0
2室2厅1卫,108.0,东南,低,毛坯,2012,有 ,个人产权,普通住宅,平层,板楼,安宁,0,141.5,13102.0
1室1厅1卫,28.97,南,高,,,有 ,,,,,城关,0,33.0,11391.0
2室2厅1卫,82.0,南,高,,,有 ,,,,,七里河,0,80.0,9756.0
2室1厅1卫,85.53,东南,低,精装修,2009,有 ,商品房,普通住宅,平层,钢混,七里河,0,109.0,12744.0
3室2厅2卫,128.0,南北,中,精装修,2021,有 ,个人产权,普通住宅,平层,板楼,七里河,0,147.0,11484.0
2室2厅1卫,104.0,南北,高,简装修,2008,有 ,商品房,普通住宅,,板楼,城关,0,198.0,19038.0
2室2厅1卫,117.0,南,高,精装修,2008,有 ,个人产权,普通住宅,平层,塔楼,城关,1,162.0,13846.0
2室1厅1卫,77.77,南北,高,简装修,2003,无 ,个人产权,普通住宅,平层,钢混,城关,1,88.0,11315.0
3室1厅1卫,148.0,南北,中,,,有 ,,,,,城关,1,149.0,10068.0
2室2厅1卫,102.0,东南,中,精装修,2009,有 ,商品房,普通住宅,平层,钢混,城关,1,159.0,15588.0
2室2厅1卫,106.0,南北,中,精装修,,无 ,个人产权,普通住宅,平层,钢混,城关,1,118.0,11132.0
2室2厅1卫,61.6,南北,低,简装修,1998,无 ,商品房,普通住宅,平层,板楼,城关,1,77.8,12630.0
3室2厅1卫,95.0,南北,中,毛坯,2018,有 ,商品房,普通住宅,平层,板楼,七里河,0,96.0,10105.0
3室2厅1卫,107.0,南北,高,,,有 ,,,,,安宁,0,122.0,11402.0
1室0厅1卫,23.0,东,高,,,有 ,,,,,城关,0,69.0,30000.0
2室2厅1卫,93.0,南,中,,,有 ,,,,,七里河,1,82.0,8817.0
3室2厅2卫,115.0,南,中,,,有 ,,,,,七里河,0,110.0,9565.0
2室2厅1卫,94.5,东南,低,精装修,2007,有 ,商品房,普通住宅,平层,塔楼,城关,0,110.0,11640.0
2室2厅1卫,110.87,南北,低,简装修,2002,有 ,个人产权,普通住宅,平层,板楼,城关,0,116.0,10463.0
3室2厅1卫,120.0,南北,中,毛坯,2022,有 ,个人产权,普通住宅,平层,钢混,城关,0,174.0,14500.0
2室1厅1卫,96.0,南,高,精装修,2016,有 ,商品房,普通住宅,平层,板楼,城关,1,124.0,12917.0
2室2厅1卫,93.46,南北,中,精装修,2005,无 ,商品房,普通住宅,,板楼,安宁,1,132.0,14124.0
3室2厅1卫,93.0,南,低,,,无 ,,,,,安宁,0,75.0,8065.0
3室2厅2卫,122.0,南北,低,,,无 ,,,,,榆中,0,104.0,8525.0
2室2厅1卫,110.98,南北,高,中装修,2001,有 ,个人产权,普通住宅,平层,板楼,城关,1,123.0,11083.0
2室1厅1卫,110.0,南,高,,,有 ,,,,,城关,0,140.0,12727.0
1室1厅1卫,46.0,南,低,简装修,2000,无 ,个人产权,普通住宅,平层,砖混,七里河,0,42.0,9130.0
2室2厅1卫,85.96,西北,低,简装修,2008,无 ,商品房,普通住宅,,板楼,七里河,1,122.5,14251.0
4室2厅2卫,144.41,南北,中,毛坯,2013,有 ,商品房,普通住宅,,板楼,安宁,1,154.0,10664.0
2室2厅1卫,90.0,西南,中,,,有 ,,,,,七里河,1,67.0,7444.0
2室0厅1卫,50.0,南北,高,精装修,2000,无 ,商品房,,,板楼,城关,0,75.0,15000.0
2室2厅1卫,83.0,南,中,毛坯,2013,无 ,个人产权,普通住宅,平层,板楼,安宁,0,109.0,13133.0
2室2厅1卫,105.14,南北,低,简装修,2004,无 ,个人产权,普通住宅,平层,砖混,七里河,0,103.0,9796.0
3室2厅1卫,95.0,南北,中,,,有 ,,,,,七里河,0,96.0,10105.0
2室2厅1卫,92.0,南北,低,,,无 ,,,,,城关,0,70.0,7609.0
2室2厅1卫,98.0,南北,中,精装修,2014,无 ,个人产权,普通住宅,平层,钢混,城关,0,145.0,14796.0
2室2厅1卫,87.14,南,中,精装修,2015,有 ,个人产权,普通住宅,平层,板楼,安宁,0,136.0,15607.0
3室2厅2卫,85.0,南,中,,,有 ,,,,,安宁,0,28.0,3294.0
3室2厅2卫,123.46,东南,低,精装修,2008,有 ,商品房,普通住宅,平层,钢混,城关,1,188.0,15228.0
2室1厅1卫,73.6,东北,中,简装修,2002,有 ,个人产权,普通住宅,平层,板楼,城关,0,86.0,11685.0
1室1厅1卫,39.0,西南,中,简装修,2010,无 ,个人产权,普通住宅,平层,板楼,七里河,1,56.0,14359.0
3室2厅1卫,75.0,南北,低,简装修,1998,有 ,商品房,,,板楼,七里河,0,98.0,13067.0
2室2厅1卫,97.0,南北,高,中装修,2003,无 ,商品房,普通住宅,平层,,城关,0,91.0,9381.0
2室1厅1卫,50.38,南北,中,简装修,1995,无 ,个人产权,普通住宅,平层,砖混,城关,1,65.0,12902.0
2室2厅1卫,78.0,西南,低,简装修,2005,有 ,商品房,,,板楼,七里河,1,82.0,10513.0
3室1厅1卫,94.0,南,中,毛坯,2015,有 ,商品房,普通住宅,开间,板楼,安宁,0,135.0,14362.0
2室2厅2卫,93.0,南,高,中装修,2005,无 ,个人产权,普通住宅,平层,板楼,安宁,0,108.0,11613.0
2室2厅1卫,73.48,西,低,简装修,2006,有 ,个人产权,普通住宅,平层,板楼,安宁,0,91.0,12384.0
2室1厅1卫,66.93,西北,高,精装修,2001,有 ,个人产权,普通住宅,平层,钢混,城关,0,85.0,12700.0
2室1厅1卫,82.34,南,高,精装修,,有 ,个人产权,普通住宅,平层,钢混,城关,1,111.0,13481.0
3室2厅1卫,121.0,南北,低,精装修,2015,有 ,个人产权,普通住宅,,板楼,安宁,0,170.0,14050.0
3室2厅1卫,109.0,南北,中,精装修,2020,无 ,商品房,普通住宅,平层,板楼,七里河,0,125.0,11468.0
2室1厅1卫,86.0,南北,中,豪华装修,2017,有 ,个人产权,,平层,板楼,城关,0,120.0,13953.0
3室2厅2卫,128.56,南北,低,简装修,2003,有 ,商品房,普通住宅,,板楼,七里河,1,186.0,14468.0
3室2厅2卫,143.0,南北,低,毛坯,2004,有 ,商品房,普通住宅,,板楼,城关,0,169.5,11853.0
2室2厅1卫,128.0,南北,低,精装修,2002,无 ,个人产权,普通住宅,平层,,城关,0,140.0,10938.0
3室2厅2卫,130.05,南,高,简装修,2013,有 ,个人产权,,平层,板楼,七里河,1,163.0,12534.0
3室2厅2卫,136.0,南北,低,毛坯,2017,无 ,个人产权,普通住宅,平层,钢混,七里河,0,188.0,13824.0
1室1厅1卫,39.7,南,高,简装修,2008,有 ,商品房,,,板楼,七里河,1,62.0,15617.0
2室2厅1卫,113.0,东西,中,,,有 ,,,,,城关,0,125.0,11062.0
2室1厅1卫,59.38,东西,中,简装修,2000,无 ,商品房,普通住宅,,板楼,七里河,1,86.0,14483.0
3室1厅1卫,86.77,东,中,简装修,2002,无 ,商品房,普通住宅,平层,板楼,城关,0,97.0,11179.0
1室1厅1卫,45.0,东,中,简装修,2020,无 ,商品房,普通住宅,平层,板楼,城关,1,55.0,12222.0
2室2厅1卫,76.25,南北,低,精装修,2001,有 ,商品房,,,板楼,七里河,1,96.0,12590.0
3室2厅2卫,127.0,南北,中,,2020,有 ,,,,,七里河,0,128.0,10079.0
3室2厅2卫,110.0,南北,高,精装修,,无 ,个人产权,普通住宅,平层,钢混,榆中,0,83.0,7545.0
2室2厅1卫,75.0,南北,高,简装修,2014,无 ,个人产权,普通住宅,平层,板楼,安宁,0,80.5,10733.0
2室2厅1卫,110.0,南北,高,精装修,2008,有 ,商品房,普通住宅,,板楼,城关,1,132.0,12000.0
2室2厅1卫,90.48,南,高,精装修,2011,有 ,个人产权,普通住宅,平层,塔板结合,安宁,1,114.0,12599.0
3室2厅2卫,143.74,南北,高,毛坯,2015,有 ,个人产权,普通住宅,平层,,城关,0,185.0,12870.0
3室2厅2卫,118.4,南北,中,,,有 ,,,,,榆中,0,71.0,5997.0
2室1厅1卫,94.76,西南,中,精装修,2013,有 ,商品房,普通住宅,跃层,塔楼,城关,0,137.0,14458.0
2室2厅1卫,124.57,东西,中,精装修,2003,有 ,商品房,普通住宅,平层,板楼,城关,1,149.0,11961.0
2室2厅1卫,90.1,南,高,简装修,2020,有 ,商品房,普通住宅,平层,板楼,城关,0,120.0,13319.0
3室2厅2卫,116.07,南北,中,简装修,2015,无 ,个人产权,普通住宅,平层,钢混,安宁,0,143.0,12320.0
2室2厅1卫,93.56,南北,低,简装修,2004,无 ,个人产权,普通住宅,平层,板楼,城关,0,95.5,10207.0
2室1厅1卫,58.0,东,高,,,有 ,,,,,城关,0,65.0,11207.0
2室1厅1卫,69.0,南北,低,,,无 ,,,,,城关,0,69.0,10000.0
2室2厅1卫,92.3,南北,中,简装修,2001,有 ,商品房,,,板楼,城关,0,115.0,12459.0
1室1厅1卫,61.0,南北,中,精装修,2007,无 ,普通商品房,普通住宅,平层,板楼,城关,0,86.0,14098.0
2室2厅2卫,94.28,南北,中,简装修,2002,有 ,个人产权,普通住宅,平层,板楼,七里河,0,100.0,10607.0
2室2厅2卫,125.0,南北,高,中装修,2010,无 ,个人产权,普通住宅,平层,板楼,城关,1,158.0,12640.0
2室1厅1卫,72.0,南,低,精装修,2014,有 ,商品房,普通住宅,平层,钢混,城关,1,80.0,11111.0
2室2厅1卫,105.63,南北,中,精装修,2007,无 ,个人产权,普通住宅,平层,平房,城关,0,135.0,12780.0
3室2厅2卫,128.67,南北,中,精装修,2010,有 ,商品房,普通住宅,,板楼,安宁,0,176.0,13678.0
2室2厅1卫,100.0,东西,中,简装修,2008,有 ,商品房(免税),普通住宅,平层,板楼,城关,0,128.0,12800.0
2室2厅1卫,91.0,南,低,精装修,2013,有 ,商品房,普通住宅,平层,板楼,安宁,0,129.0,14176.0
2室2厅2卫,73.0,南北,高,精装修,2004,有 ,商品房,普通住宅,平层,板楼,安宁,0,99.0,13562.0
2室2厅1卫,128.0,南北,低,精装修,2002,有 ,商品房,普通住宅,,板楼,城关,0,140.0,10938.0
2室2厅1卫,100.94,南,中,精装修,2010,有 ,商品房,普通住宅,平层,板楼,城关,0,187.0,18526.0
1室1厅1卫,40.0,南北,高,精装修,1996,无 ,商品房,普通住宅,,板楼,城关,0,52.0,13000.0
2室1厅1卫,72.41,西南,中,简装修,2004,有 ,商品房,,,板楼,城关,1,84.0,11601.0
2室1厅1卫,96.0,南,高,精装修,2016,有 ,个人产权,普通住宅,平层,板楼,城关,1,126.0,13125.0
2室2厅2卫,110.0,东北,低,毛坯,2015,有 ,商品房,普通住宅,平层,板楼,城关,1,135.0,12273.0
2室2厅1卫,87.14,南,高,精装修,,有 ,商品房,普通住宅,平层,,安宁,0,135.0,15492.0
2室2厅1卫,103.25,南北,中,精装修,2000,有 ,商品房,普通住宅,平层,板楼,城关,1,175.0,16949.0
4室2厅2卫,162.24,南北,中,简装修,2010,有 ,个人产权,普通住宅,平层,板楼,安宁,1,200.0,12327.0
1室1厅1卫,51.44,东,高,精装修,2013,有 ,商品房,,,板楼,七里河,1,86.0,16719.0
3室2厅2卫,125.76,南北,中,简装修,2005,有 ,商品房,普通住宅,,板楼,七里河,1,182.0,14472.0
2室2厅1卫,93.0,西南,高,中装修,2013,有 ,商品房,普通住宅,平层,板楼,城关,1,123.0,13226.0
2室1厅1卫,60.0,东西,高,简装修,2000,无 ,个人产权,普通住宅,平层,砖混,城关,1,97.5,16250.0
2室2厅1卫,95.0,东南,高,简装修,2012,有 ,商品房,,,板楼,七里河,1,135.0,14211.0
2室1厅1卫,52.0,南北,中,中装修,1995,无 ,个人产权,普通住宅,平层,砖混,城关,1,68.0,13077.0
2室2厅1卫,126.0,南北,低,精装修,2006,有 ,商品房,普通住宅,,板楼,城关,0,149.0,11825.0
3室2厅1卫,100.1,南北,中,精装修,2016,有 ,商品房,普通住宅,,板楼,安宁,0,128.0,12787.0
2室2厅1卫,99.0,南北,中,简装修,2008,无 ,个人产权,普通住宅,平层,板楼,安宁,1,180.0,18182.0
