户型,建筑面积,朝向,楼层,装修,建筑年代,电梯,产权性质,住宅类别,建筑结构,建筑类别,区域,学校,总价,单价
2室2厅1卫,100.0,南北,高,简装修,1999,有 ,商品房,,,板楼,城关,1,140.0,14000.0
2室1厅1卫,80.0,南北,高,简装修,2001,无 ,个人产权,普通住宅,平层,钢混,安宁,0,79.0,9875.0
2室1厅1卫,85.0,南北,中,精装修,2004,有 ,个人产权,普通住宅,平层,板楼,城关,1,99.0,11647.0
2室1厅1卫,69.07,东,高,简装修,2005,有 ,商品房,,,板楼,七里河,1,68.5,9917.0
2室2厅1卫,99.98,南北,高,精装修,,有 ,商品房,普通住宅,平层,,安宁,0,135.0,13503.0
2室2厅1卫,92.0,南北,低,毛坯,1992,无 ,商品房,普通住宅,平层,,城关,1,98.0,10652.0
2室2厅1卫,83.0,南,中,精装修,2005,无 ,经济适用房,普通住宅,平层,板楼,安宁,0,99.0,11928.0
2室2厅1卫,86.13,西北,高,毛坯,2017,无 ,个人产权,普通住宅,平层,板楼,七里河,0,70.0,8127.0
2室2厅2卫,107.0,南北,中,简装修,2001,有 ,商品房,,,板楼,城关,0,117.0,10935.0
2室2厅1卫,112.0,南,高,毛坯,2016,有 ,商品房,普通住宅,,板楼,城关,1,130.0,11607.0
2室1厅1卫,80.57,东西,高,,,有 ,,,,,城关,1,85.0,10550.0
2室2厅1卫,65.0,南,低,精装修,2002,无 ,商品房,普通住宅,平层,板楼,城关,1,105.0,16154.0
2室2厅1卫,92.3,南,高,精装修,2014,有 ,商品房,普通住宅,平层,板楼,安宁,0,143.0,15493.0
2室2厅1卫,110.0,东北,中,中装修,2008,有 ,个人产权,普通住宅,平层,塔楼,城关,1,125.0,11364.0
2室2厅1卫,53.0,东西,中,,,有 ,,,,,城关,0,93.0,17547.0
2室2厅1卫,95.71,西北,低,中装修,2006,有 ,个人产权,普通住宅,平层,板楼,安宁,0,105.0,10971.0
2室2厅1卫,75.63,南北,低,精装修,1999,无 ,个人产权,经济适用房,平层,钢混,七里河,1,76.5,10115.0
3室2厅2卫,133.9,南北,低,精装修,2004,无 ,商品房,普通住宅,平层,板楼,城关,1,170.0,12696.0
2室1厅1卫,70.0,东西,中,精装修,1998,无 ,商品房,普通住宅,,板楼,城关,1,80.0,11429.0
2室2厅2卫,78.0,南北,高,简装修,2002,无 ,房改房,普通住宅,平层,钢混,城关,1,74.0,9487.0
2室2厅1卫,94.41,南北,中,精装修,2015,有 ,商品房,普通住宅,平层,,城关,0,143.0,15147.0
2室2厅1卫,96.4,南北,中,简装修,2005,无 ,商品房(免税),普通住宅,平层,板楼,城关,0,111.0,11515.0
3室2厅1卫,106.0,南,高,精装修,2017,有 ,个人产权,普通住宅,平层,钢混,城关,0,102.0,9623.0
3室2厅2卫,128.0,南北,中,精装修,2012,有 ,商品房,普通住宅,平层,板楼,城关,0,138.0,10781.0
3室1厅1卫,85.0,南北,高,,2000,无 ,商品房,普通住宅,平层,板楼,城关,1,82.0,9647.0
2室2厅1卫,82.72,南,低,精装修,2010,有 ,个人产权,普通住宅,平层,板楼,城关,1,100.0,12089.0
3室2厅2卫,103.0,南北,中,精装修,2021,有 ,个人产权,普通住宅,平层,平房,七里河,0,120.0,11650.0
3室2厅2卫,155.51,南北,低,简装修,2004,有 ,商品房,,,板楼,七里河,1,127.0,8167.0
2室2厅1卫,94.0,西南,低,精装修,2000,有 ,商品房,普通住宅,,板楼,安宁,1,94.5,10053.0
2室2厅1卫,106.5,南北,高,精装修,2005,有 ,商品房,,,板楼,七里河,1,113.5,10657.0
2室2厅2卫,110.0,西北,高,简装修,2012,有 ,个人产权,普通住宅,平层,板楼,城关,1,152.0,13818.0
2室1厅1卫,69.94,南北,低,简装修,2003,无 ,个人产权,普通住宅,,,安宁,1,79.5,11367.0
3室1厅1卫,107.0,南北,中,毛坯,2014,有 ,个人产权,经济适用房,平层,塔板结合,安宁,0,76.2,7121.0
2室2厅1卫,93.5,南,低,精装修,2017,有 ,商品房(免税),普通住宅,平层,板楼,城关,1,113.0,12086.0
1室1厅1卫,37.0,南北,高,简装修,1990,无 ,商品房,普通住宅,平层,板楼,城关,1,75.0,20270.0
2室2厅1卫,100.0,南北,高,精装修,2006,有 ,个人产权,普通住宅,平层,钢混,西固,0,120.0,12000.0
2室1厅1卫,60.0,东西,高,简装修,2002,有 ,商品房,普通住宅,,板楼,七里河,1,88.0,14667.0
2室2厅1卫,88.76,南北,低,简装修,2006,无 ,商品房,普通住宅,,板楼,七里河,1,110.0,12393.0
3室2厅2卫,102.3,东南,中,简装修,2020,有 ,商品房,普通住宅,平层,板楼,城关,0,127.5,12463.0
3室2厅2卫,98.0,南北,中,简装修,1998,无 ,个人产权,经济适用房,平层,板楼,七里河,1,140.0,14286.0
2室1厅1卫,78.68,南北,中,简装修,2001,无 ,商品房,,,板楼,城关,1,79.0,10041.0
3室2厅1卫,123.0,东南,中,简装修,2000,无 ,个人产权,普通住宅,平层,板楼,城关,0,113.0,9187.0
3室2厅1卫,127.87,南北,中,精装修,2006,有 ,商品房,普通住宅,平层,塔板结合,城关,0,145.0,11340.0
2室1厅2卫,103.44,南北,低,,,无 ,,,,,安宁,0,100.0,9667.0
2室2厅1卫,89.0,南北,低,简装修,2014,有 ,个人产权,普通住宅,平层,板楼,城关,1,90.0,10112.0
2室1厅1卫,76.8,南,低,,,无 ,,,,,七里河,1,75.0,9766.0
3室2厅2卫,133.34,南北,低,精装修,2010,无 ,个人产权,普通住宅,平层,钢混,城关,1,150.0,11249.0
2室1厅1卫,76.31,西南,高,简装修,2003,有 ,商品房,普通住宅,平层,板楼,城关,1,78.0,10221.0
3室2厅1卫,121.37,南北,高,精装修,2008,有 ,个人产权,普通住宅,平层,板楼,七里河,1,158.0,13018.0
2室2厅1卫,87.0,南北,高,精装修,2001,有 ,个人产权,普通住宅,平层,板楼,安宁,0,95.0,10920.0
3室2厅2卫,135.33,南,高,精装修,2008,有 ,个人产权,普通住宅,平层,塔楼,城关,1,140.0,10345.0
2室1厅1卫,61.58,西北,中,精装修,2011,有 ,个人产权,普通住宅,平层,塔楼,七里河,1,105.0,17051.0
2室2厅1卫,109.0,东北,中,精装修,2008,有 ,商品房,普通住宅,平层,塔楼,城关,1,186.0,17064.0
2室2厅1卫,91.09,南北,中,精装修,2000,有 ,商品房,普通住宅,平层,板楼,城关,1,139.0,15260.0
3室2厅1卫,106.0,南北,中,中装修,2006,无 ,个人产权,普通住宅,平层,板楼,安宁,0,112.5,10613.0
3室2厅2卫,120.0,南北,低,,,无 ,,,,,榆中,0,87.0,7250.0
2室1厅1卫,70.0,东南,低,精装修,,有 ,商品房,普通住宅,平层,,安宁,0,88.6,12657.0
3室2厅1卫,110.0,南北,中,简装修,1995,无 ,个人产权,普通住宅,平层,钢混,城关,1,185.0,16818.0
2室2厅1卫,85.0,东,高,中装修,2004,有 ,个人产权,普通住宅,平层,板楼,城关,0,120.0,14118.0
2室1厅1卫,97.67,南北,高,简装修,2004,无 ,商品房,普通住宅,,板楼,城关,0,122.0,12491.0
2室1厅1卫,63.36,东西,低,简装修,2002,无 ,个人产权,普通住宅,平层,板楼,安宁,0,75.0,11837.0
2室2厅1卫,96.9,南北,低,简装修,2013,有 ,商品房,普通住宅,平层,板楼,城关,0,135.0,13932.0
2室2厅2卫,54.0,西,高,毛坯,2020,无 ,商品房,商住楼,复式,,七里河,0,44.0,8148.0
2室1厅2卫,45.93,西,中,毛坯,2015,无 ,商品房,普通住宅,平层,板楼,七里河,0,42.0,9144.0
2室2厅1卫,93.99,南,低,毛坯,2016,有 ,商品房,普通住宅,平层,板楼,城关,1,125.0,13299.0
2室2厅1卫,100.0,南,中,精装修,2006,无 ,个人产权,普通住宅,平层,钢混,城关,0,186.8,18680.0
1室1厅1卫,44.5,东西,中,,,有 ,,,,,城关,1,46.0,10337.0
2室1厅1卫,95.13,南,低,精装修,2002,有 ,个人产权,普通住宅,平层,板楼,城关,0,110.0,11563.0
3室2厅2卫,123.53,东北,中,精装修,,有 ,商品房,普通住宅,平层,钢混,城关,0,185.0,14976.0
2室1厅1卫,62.51,西北,高,简装修,2000,有 ,商品房,普通住宅,,板楼,七里河,1,97.5,15598.0
3室2厅2卫,146.0,南北,中,中装修,2008,有 ,商品房,普通住宅,平层,板楼,安宁,0,177.0,12123.0
3室2厅2卫,108.0,南,低,,,无 ,,,,,安宁,0,83.0,7685.0
3室2厅2卫,132.68,南北,中,精装修,2019,有 ,商品房,,,板楼,七里河,0,147.0,11079.0
2室2厅1卫,116.0,南,高,精装修,2008,有 ,个人产权,普通住宅,平层,塔楼,城关,1,165.0,14224.0
2室1厅1卫,94.18,东西,高,精装修,1998,有 ,商品房,,,板楼,七里河,1,128.0,13591.0
3室2厅1卫,101.25,南北,中,精装修,2014,无 ,商品房,普通住宅,平层,板楼,城关,0,113.0,11160.0
3室2厅1卫,105.0,东南,高,精装修,2010,无 ,个人产权,普通住宅,平层,板楼,城关,1,146.0,13905.0
2室2厅1卫,82.72,西北,中,精装修,2010,有 ,商品房,普通住宅,平层,钢混,城关,1,105.0,12693.0
4室2厅2卫,147.65,南北,中,毛坯,2018,有 ,商品房,普通住宅,,板楼,安宁,0,189.0,12801.0
2室2厅1卫,100.0,南北,高,精装修,2003,无 ,个人产权,普通住宅,平层,板楼,城关,0,116.9,11690.0
2室2厅1卫,98.95,西南,低,精装修,2011,有 ,商品房,普通住宅,,板楼,七里河,1,166.0,16776.0
2室2厅1卫,105.0,南北,中,精装修,2010,有 ,商品房,普通住宅,平层,板楼,城关,0,148.0,14095.0
2室2厅2卫,101.0,南,低,精装修,2018,有 ,个人产权,普通住宅,平层,板楼,城关,1,155.0,15347.0
2室1厅1卫,86.97,南北,高,精装修,2010,有 ,商品房,普通住宅,,板楼,安宁,1,124.0,14258.0
2室1厅1卫,62.48,西,高,精装修,2000,无 ,商品房,普通住宅,,板楼,城关,0,73.0,11684.0
2室1厅1卫,70.0,南北,低,精装修,2003,无 ,个人产权,普通住宅,平层,钢混,城关,0,95.0,13571.0
2室2厅2卫,99.37,南北,低,精装修,2012,有 ,商品房,普通住宅,,板楼,安宁,0,142.0,14290.0
2室1厅1卫,82.04,东,高,精装修,2003,有 ,商品房,普通住宅,,板楼,七里河,1,82.8,10093.0
2室2厅1卫,90.41,东北,高,简装修,2012,有 ,商品房,普通住宅,,板楼,七里河,1,123.5,13660.0
2室2厅1卫,113.0,南北,高,豪华装修,2006,有 ,商品房,普通住宅,平层,板楼,城关,0,121.5,10752.0
2室2厅1卫,102.0,南,中,精装修,2004,有 ,商品房,普通住宅,,板楼,城关,0,195.0,19118.0
2室2厅1卫,86.0,南,中,毛坯,,无 ,商品房,普通住宅,,,榆中,0,48.0,5581.0
2室2厅1卫,98.02,东西,高,简装修,2005,无 ,个人产权,,平层,板楼,七里河,1,128.0,13059.0
2室1厅1卫,63.0,南北,中,中装修,1995,无 ,个人产权,商住楼,平层,钢混,城关,1,83.0,13175.0
3室2厅2卫,135.0,南北,中,,,有 ,,,,,皋兰,0,61.0,4519.0
2室2厅1卫,100.0,南,低,精装修,2012,有 ,商品房,普通住宅,,板楼,安宁,0,133.0,13300.0
3室2厅1卫,95.0,南北,中,,,有 ,,,,,永登,0,48.0,5053.0
2室2厅1卫,80.0,南北,高,简装修,1998,有 ,个人产权,普通住宅,平层,钢混,西固,0,68.0,8500.0
3室1厅1卫,82.0,南北,低,简装修,2004,有 ,商品房,普通住宅,,板楼,七里河,0,98.0,11951.0
2室2厅1卫,93.46,南北,中,,2006,有 ,个人产权,普通住宅,平层,板楼,安宁,1,137.0,14659.0
3室2厅2卫,116.0,南北,高,毛坯,2020,有 ,商品房,普通住宅,,板楼,城关,0,170.0,14655.0
3室2厅1卫,124.0,南北,中,精装修,2008,有 ,商品房,普通住宅,平层,塔板结合,城关,1,150.0,12097.0
3室2厅2卫,120.0,南北,低,,,无 ,,,,,榆中,0,68.0,5667.0
3室2厅1卫,103.47,南北,中,简装修,2005,无 ,个人产权,普通住宅,平层,,西固,1,112.0,10824.0
2室2厅1卫,85.0,南,中,精装修,2012,有 ,商品房,普通住宅,,板楼,安宁,1,120.0,14118.0
3室2厅1卫,94.0,南,高,,,有 ,,,,,安宁,0,85.0,9043.0
3室2厅1卫,109.0,南北,中,,,有 ,,,,,七里河,0,110.0,10092.0
2室2厅1卫,87.0,南,低,精装修,2015,有 ,商品房,普通住宅,平层,板楼,安宁,0,134.0,15402.0
2室2厅1卫,95.13,南北,高,精装修,2002,有 ,商品房,普通住宅,平层,塔板结合,城关,0,107.0,11248.0
2室1厅1卫,78.0,南,高,中装修,2003,无 ,个人产权,普通住宅,平层,砖混,城关,1,90.0,11538.0
2室2厅1卫,92.0,南,中,中装修,2016,有 ,个人产权,普通住宅,平层,,城关,0,120.0,13043.0
4室2厅2卫,138.0,南北,高,,,有 ,,,,,榆中,0,80.0,5797.0
1室1厅1卫,65.0,西南,低,精装修,2008,有 ,商品房,普通住宅,,板楼,城关,1,96.0,14769.0
2室2厅1卫,95.77,南北,中,精装修,2016,无 ,商品房,普通住宅,平层,板楼,七里河,0,145.0,15140.0
2室1厅1卫,86.93,南,低,毛坯,2016,有 ,经济适用房,普通住宅,平层,板楼,七里河,0,66.0,7592.0
1室1厅1卫,45.0,南,低,中装修,1995,无 ,个人产权,普通住宅,平层,板楼,城关,1,86.0,19111.0
2室1厅1卫,66.94,南北,低,简装修,2003,无 ,商品房,普通住宅,平层,砖混,安宁,1,79.5,11876.0
2室2厅1卫,87.0,南北,中,毛坯,2011,有 ,商品房,普通住宅,,板楼,七里河,1,130.0,14943.0
2室2厅1卫,100.0,南北,中,精装修,2014,无 ,个人产权,普通住宅,平层,钢混,城关,1,159.0,15900.0
2室2厅1卫,96.0,南北,中,毛坯,2020,有 ,商品房,普通住宅,平层,塔板结合,榆中,0,59.5,6198.0
3室2厅1卫,106.0,南北,低,,,无 ,,,,,西固,0,93.0,8774.0
2室2厅1卫,98.0,东西,中,,,有 ,,,,,城关,1,103.0,10510.0
3室2厅2卫,111.0,南北,中,毛坯,2020,无 ,个人产权,普通住宅,平层,板楼,城关,0,111.0,10000.0
2室1厅1卫,73.0,南,中,中装修,2005,无 ,个人产权,普通住宅,平层,钢混,安宁,1,82.0,11233.0
2室2厅1卫,86.0,南北,高,精装修,2014,有 ,商品房,普通住宅,平层,,城关,1,91.0,10581.0
2室2厅1卫,101.67,南北,中,精装修,2007,无 ,商品房,普通住宅,平层,板楼,城关,0,148.0,14557.0
3室2厅1卫,123.0,南北,中,中装修,2006,有 ,商品房,普通住宅,平层,板楼,安宁,1,183.0,14878.0
1室1厅1卫,67.0,南北,低,毛坯,2019,有 ,个人产权,普通住宅,平层,塔板结合,七里河,0,67.0,10000.0
4室2厅2卫,140.0,南北,高,,,有 ,,,,,西固,0,142.0,10143.0
2室2厅1卫,96.0,南北,中,,,有 ,,,,,七里河,0,98.0,10208.0
2室2厅1卫,100.64,南北,高,精装修,2012,无 ,商品房,普通住宅,,板楼,城关,1,175.0,17389.0
2室2厅1卫,93.0,南北,高,精装修,2020,有 ,商品房,普通住宅,平层,板楼,城关,0,119.5,12849.0
1室1厅1卫,65.0,南,低,精装修,2014,有 ,个人产权,普通住宅,平层,钢混,城关,0,58.0,8923.0
2室2厅1卫,135.54,南北,中,简装修,2015,有 ,商品房,普通住宅,平层,板楼,城关,1,125.0,9222.0
3室1厅1卫,90.0,南北,中,中装修,2012,无 ,商品房,普通住宅,平层,板楼,城关,0,106.0,11778.0
3室2厅1卫,143.24,南北,中,简装修,2002,有 ,商品房,普通住宅,平层,板楼,城关,1,143.0,9983.0
2室2厅1卫,108.0,南,高,简装修,2010,有 ,商品房,普通住宅,,板楼,安宁,0,143.0,13241.0
2室2厅1卫,109.0,东北,中,精装修,2008,有 ,个人产权,普通住宅,平层,钢混,城关,1,135.0,12385.0
3室2厅2卫,125.54,南北,高,简装修,2010,无 ,个人产权,普通住宅,平层,钢混,城关,1,165.0,13143.0
3室1厅1卫,53.0,南北,高,中装修,1997,无 ,个人产权,普通住宅,平层,板楼,城关,1,68.0,12830.0
2室2厅1卫,99.39,南,高,精装修,2012,有 ,商品房,普通住宅,平层,板楼,城关,1,172.0,17306.0
3室2厅2卫,135.85,南北,低,毛坯,2000,有 ,商品房,普通住宅,,板楼,七里河,0,163.0,11999.0
2室2厅1卫,95.0,东西,高,精装修,2010,有 ,个人产权,普通住宅,平层,钢混,城关,1,81.0,8526.0
2室2厅1卫,84.0,东西,中,简装修,2004,有 ,商品房,,,板楼,城关,1,95.0,11310.0
3室2厅2卫,134.0,东,中,精装修,,无 ,个人产权,普通住宅,平层,钢混,城关,1,195.0,14552.0
2室1厅1卫,68.0,东南,高,,,有 ,,,,,城关,1,59.0,8676.0
3室2厅2卫,54.0,南北,中,,,有 ,,,,,红古,0,54.0,10000.0
2室2厅1卫,95.0,南北,中,精装修,2004,无 ,商品房,普通住宅,平层,板楼,城关,1,112.0,11789.0
2室2厅1卫,68.0,南北,高,,,有 ,,,,,城关,0,65.0,9559.0
2室1厅1卫,60.0,西,高,中装修,1990,无 ,商品房,普通住宅,平层,砖混,城关,0,69.0,11500.0
2室2厅2卫,130.0,南北,高,简装修,2008,有 ,商品房,,,板楼,城关,1,176.0,13538.0
2室2厅1卫,69.0,东,高,中装修,,有 ,个人产权,普通住宅,平层,钢混,城关,1,77.0,11159.0
3室2厅1卫,116.6,东西,高,精装修,2000,无 ,商品房,普通住宅,平层,钢混,城关,1,116.2,9966.0
2室2厅1卫,80.84,南北,高,中装修,2003,无 ,商品房,,平层,,城关,0,89.6,11084.0
2室2厅1卫,60.0,南,中,,2004,无 ,个人产权,普通住宅,平层,砖混,安宁,1,62.0,10333.0
3室2厅2卫,118.0,南北,中,,2020,有 ,,,,,七里河,0,120.0,10169.0
1室1厅1卫,38.86,西南,高,简装修,2000,无 ,商品房,普通住宅,,板楼,七里河,1,36.8,9470.0
3室2厅1卫,115.0,南北,高,精装修,2020,无 ,商品房,普通住宅,平层,钢混,七里河,0,109.0,9478.0
3室2厅,110.0,南北,低,,,无 ,,,,,永登,0,90.0,8182.0
3室2厅1卫,126.0,东西,中,精装修,2005,有 ,商品房,,,板楼,城关,1,158.0,12540.0
2室2厅1卫,98.73,西南,高,精装修,2004,有 ,商品房,普通住宅,,板楼,七里河,1,152.5,15446.0
2室2厅2卫,92.0,东西,低,精装修,2002,有 ,个人产权,普通住宅,平层,钢混,城关,0,118.0,12826.0
3室2厅2卫,99.0,南北,高,,,有 ,,,,,永登,0,51.0,5152.0
3室2厅1卫,118.0,南北,低,,,无 ,,,,,安宁,0,139.0,11780.0
2室2厅1卫,84.0,南北,高,,,有 ,,,,,榆中,0,48.0,5714.0
2室1厅1卫,70.0,南北,低,精装修,2005,有 ,商品房,普通住宅,平层,板楼,城关,0,89.0,12714.0
2室0厅1卫,60.0,南北,高,中装修,2000,无 ,商品房,普通住宅,平层,,城关,0,63.0,10500.0
2室1厅1卫,60.0,南北,中,精装修,1996,无 ,商品房,普通住宅,,板楼,城关,0,75.0,12500.0
2室2厅1卫,92.28,东北,中,精装修,2006,有 ,商品房,普通住宅,错层,钢混,城关,1,148.0,16038.0
2室1厅1卫,80.0,南北,中,,,有 ,,,,,城关,0,90.0,11250.0
2室2厅2卫,38.58,南,低,,,无 ,,,,,永登,0,28.0,7258.0
2室2厅1卫,105.0,南北,高,毛坯,2018,有 ,个人产权,普通住宅,平层,板楼,城关,0,53.0,5048.0
2室1厅1卫,55.0,南,中,,,有 ,,,,,城关,0,79.0,14364.0
3室2厅1卫,97.0,南北,中,,,有 ,,,,,永登,0,58.0,5979.0
2室2厅2卫,97.0,南,中,精装修,2015,有 ,个人产权,普通住宅,平层,钢混,城关,0,155.0,15979.0
2室1厅1卫,58.74,南北,中,简装修,1998,有 ,商品房,普通住宅,平层,砖混,安宁,0,63.5,10810.0
2室2厅1卫,70.51,东,中,简装修,2000,无 ,商品房,,,板楼,城关,1,77.5,10991.0
2室2厅2卫,101.49,南,低,精装修,2012,有 ,个人产权,普通住宅,平层,板楼,城关,1,155.0,15272.0
2室2厅1卫,89.9,南北,中,简装修,2016,有 ,个人产权,普通住宅,,,西固,0,110.0,12236.0
1室1厅1卫,75.0,西,中,精装修,2005,有 ,个人产权,普通住宅,平层,,城关,1,195.0,26000.0
2室2厅1卫,100.5,南北,高,,,有 ,,,,,城关,1,89.0,8856.0
3室1厅1卫,94.0,南北,中,,,有 ,,,,,榆中,0,55.0,5851.0
3室2厅1卫,129.3,南北,高,中装修,2001,无 ,个人产权,普通住宅,平层,钢混,城关,1,140.0,10828.0
2室2厅1卫,90.0,南北,中,精装修,1998,无 ,房改房,普通住宅,平层,板楼,城关,0,128.0,14222.0
3室2厅2卫,112.0,南北,低,,,无 ,,,,,榆中,0,69.0,6161.0
2室2厅1卫,97.0,西南,中,精装修,2006,有 ,商品房,,,板楼,城关,0,122.0,12577.0
3室2厅1卫,110.0,南北,低,,,无 ,,,,,榆中,0,58.0,5273.0
2室2厅1卫,93.28,南北,低,简装修,2004,无 ,商品房,普通住宅,平层,钢混,西固,0,80.0,8576.0
2室2厅1卫,91.0,南北,中,精装修,2005,无 ,商品房,,,板楼,城关,1,132.0,14505.0
3室2厅2卫,154.0,南北,低,简装修,2010,有 ,商品房,普通住宅,,板楼,安宁,1,155.0,10065.0
3室2厅1卫,106.0,南北,中,毛坯,2019,有 ,个人产权,普通住宅,,,永登,0,55.0,5189.0
2室1厅1卫,70.0,南北,低,简装修,,无 ,个人产权,普通住宅,,,城关,1,78.0,11143.0
3室1厅1卫,68.0,南,高,简装修,2004,无 ,商品房,普通住宅,平层,板楼,城关,1,80.0,11765.0
3室1厅1卫,107.0,南北,高,,,有 ,,,,,安宁,0,123.0,11495.0
3室2厅1卫,86.0,南,低,简装修,2016,无 ,经济适用房,普通住宅,平层,板楼,城关,0,88.0,10233.0
3室2厅2卫,115.0,南北,中,,,有 ,,,,,永登,0,62.0,5391.0
2室2厅1卫,92.44,南,高,精装修,2015,有 ,商品房,普通住宅,平层,板楼,城关,0,135.0,14604.0
2室1厅1卫,63.0,南北,低,精装修,2007,无 ,个人产权,普通住宅,平层,,城关,1,75.0,11905.0
2室2厅1卫,88.3,东西,中,精装修,2011,有 ,商品房,,,板楼,七里河,1,104.5,11835.0
3室2厅1卫,110.0,南北,中,毛坯,2018,有 ,个人产权,普通住宅,平层,板楼,城关,0,100.0,9091.0
3室2厅2卫,99.0,南北,高,精装修,2017,有 ,个人产权,普通住宅,平层,板楼,七里河,0,120.0,12121.0
2室1厅1卫,120.0,南北,中,,,有 ,,,,,西固,0,121.0,10083.0
3室2厅2卫,74.0,东南,高,,,有 ,,,,,安宁,0,110.0,14865.0
2室2厅1卫,88.0,西南,中,精装修,2005,无 ,商品房,普通住宅,,板楼,城关,1,125.0,14205.0
1室1厅1卫,67.0,南,高,精装修,2017,有 ,个人产权,普通住宅,平层,塔板结合,城关,0,70.0,10448.0
4室2厅2卫,148.0,南北,中,,,有 ,,,,,七里河,0,165.0,11149.0
1室1厅1卫,50.0,西南,高,简装修,1995,无 ,商品房,普通住宅,平层,板楼,城关,0,57.0,11400.0
2室2厅1卫,112.06,南北,中,毛坯,2013,有 ,商品房,普通住宅,平层,板楼,城关,1,144.0,12850.0
2室1厅1卫,57.0,东南,中,,,有 ,,,,,西固,0,63.0,11053.0
1室1厅1卫,60.0,南,高,简装修,,无 ,商品房,普通住宅,平层,钢混,城关,0,106.0,17667.0
3室2厅2卫,131.9,南北,中,精装修,2009,无 ,商品房,普通住宅,平层,板楼,城关,0,186.0,14102.0
2室2厅1卫,104.0,南,高,,,有 ,,,,,城关,1,95.0,9135.0
3室2厅2卫,133.07,东西,高,精装修,2006,有 ,商品房,普通住宅,,板楼,七里河,1,194.0,14579.0
2室2厅1卫,96.9,南北,中,毛坯,2019,有 ,商品房,普通住宅,,板楼,榆中,0,60.0,6192.0
3室1厅2卫,117.0,南北,低,,,无 ,,,,,安宁,0,70.0,5983.0
2室2厅1卫,108.0,南,低,精装修,2010,有 ,商品房,普通住宅,平层,板楼,安宁,0,138.0,12778.0
2室1厅1卫,74.0,南北,高,简装修,2003,无 ,个人产权,普通住宅,平层,钢混,城关,0,95.0,12838.0
3室2厅1卫,110.2,南北,中,,2012,有 ,,,,,安宁,1,105.0,9528.0
3室2厅1卫,114.0,南北,低,中装修,2009,有 ,个人产权,普通住宅,平层,平房,安宁,0,159.8,14018.0
2室1厅1卫,70.38,南北,高,,,无 ,个人产权,普通住宅,,,城关,1,80.0,11367.0
2室2厅1卫,82.0,南北,高,精装修,2005,无 ,个人产权,普通住宅,平层,板楼,城关,0,93.0,11341.0
2室1厅1卫,60.0,南北,低,简装修,2000,无 ,商品房,普通住宅,平层,塔楼,安宁,0,66.0,11000.0
4室2厅2卫,148.0,南北,中,精装修,2016,无 ,商品房,普通住宅,平层,板楼,城关,0,165.0,11149.0
2室1厅1卫,78.11,东西,低,简装修,1998,有 ,个人产权,普通住宅,,板楼,七里河,1,106.0,13571.0
1室1厅1卫,40.89,北,低,简装修,2008,有 ,个人产权,普通住宅,平层,板楼,七里河,1,53.0,12962.0
2室2厅1卫,102.99,南,低,精装修,2006,有 ,个人产权,普通住宅,平层,板楼,城关,0,100.0,9710.0
2室2厅,94.0,东南,中,,,有 ,,,,,西固,0,99.0,10532.0
3室2厅1卫,115.0,南北,低,简装修,2017,有 ,个人产权,普通住宅,平层,板楼,城关,0,112.0,9739.0
3室2厅2卫,115.9,南北,高,毛坯,2015,有 ,商品房,普通住宅,平层,塔楼,安宁,0,146.0,12597.0
2室2厅1卫,80.0,南北,中,中装修,2000,无 ,个人产权,普通住宅,平层,,城关,0,108.0,13500.0
2室2厅1卫,87.0,南北,高,,,有 ,,,,,榆中,0,55.0,6322.0
2室0厅1卫,44.0,南,高,,,有 ,,,,,七里河,0,45.0,10227.0
2室2厅1卫,123.68,东南,中,中装修,2000,有 ,个人产权,普通住宅,平层,钢混,城关,0,110.0,8894.0
2室1厅1卫,60.0,东西,中,精装修,2008,无 ,房本房,普通住宅,平层,板楼,城关,1,55.0,9167.0
3室2厅2卫,127.0,南北,中,,,有 ,,,,,永登,0,70.0,5512.0
2室1厅1卫,48.0,南,高,简装修,1995,无 ,个人产权,普通住宅,平层,钢混,城关,1,68.0,14167.0
2室2厅1卫,71.0,南北,中,精装修,2007,无 ,个人产权,普通住宅,平层,板楼,城关,1,67.0,9437.0
3室1厅1卫,111.0,南北,中,毛坯,2020,无 ,个人产权,普通住宅,平层,板楼,城关,0,100.0,9009.0
2室2厅1卫,100.84,南北,低,精装修,2006,有 ,商品房,普通住宅,平层,塔板结合,城关,0,110.0,10908.0
2室2厅1卫,92.0,东南,高,简装修,2002,有 ,个人产权,普通住宅,平层,,城关,1,108.0,11739.0
2室1厅1卫,80.0,东,中,精装修,2002,无 ,个人产权,普通住宅,平层,钢混,七里河,1,77.0,9625.0
3室2厅1卫,110.0,南北,低,简装修,2008,无 ,商品房,普通住宅,平层,板楼,城关,1,110.0,10000.0
3室2厅1卫,115.0,南北,高,精装修,2000,有 ,商品房,普通住宅,平层,板楼,城关,1,159.0,13826.0
2室2厅1卫,110.0,南北,高,中装修,2008,有 ,个人产权,普通住宅,平层,钢混,西固,0,98.0,8909.0
3室1厅1卫,70.0,南北,低,精装修,1995,有 ,个人产权,普通住宅,平层,,城关,1,86.0,12286.0
2室2厅1卫,86.84,南,中,简装修,2015,无 ,商品房,普通住宅,平层,板楼,安宁,0,140.0,16122.0
1室1厅1卫,58.21,南,中,,2004,无 ,个人产权,普通住宅,平层,板楼,城关,1,75.0,12884.0
3室2厅1卫,105.6,南北,高,简装修,2008,有 ,商品房,,,板楼,城关,0,125.0,11837.0
