户型,建筑面积,朝向,楼层,装修,建筑年代,电梯,产权性质,住宅类别,建筑结构,建筑类别,区域,学校,总价,单价
2室2厅2卫,94平米,东南,中层,精装修,2015年,有 ,商品房,普通住宅,平层,钢混,城关,0,143, 15213元/平米 
1室1厅1卫,50.00平米,东,中楼层,暂无,,,,,,,皋兰,0,35,7000元/平米
1室1厅1卫,65.52平米,南,中层,中装修,2006年,有 ,商品房,普通住宅,平层,板楼,城关,0,80, 12210元/平米 
3室2厅2卫,120.50平米,南北,低楼层,暂无,,,,,,,安宁,0,136,11286元/平米
2室1厅1卫,65.00平米,南北,低楼层,暂无,,,,,,,城关,0,76,11692元/平米
2室1厅1卫,75平米,东西,高层,简装修,2008年,有 ,个人产权,普通住宅,平层,钢混,西固,0,88, 11733元/平米 
2室2厅1卫,77.00平米,东,中楼层,暂无,,,,,,,城关区,0,91,11818元/平米
2室1厅1卫,109平米,南北,低层,简装修,2008年,有 ,个人产权,普通住宅,平层,钢混,安宁,1,155, 14220元/平米 
2室2厅1卫,92.64平米,南北,中层,精装修,2006年,无 ,商品房,普通住宅,,板楼,安宁,1,127.8, 13795元/平米 
2室1厅1卫,60平米,北,高层,简装修,2009年,无 ,经济适用房,普通住宅,平层,板楼,城关,1,112, 18667元/平米 
2室2厅1卫,134.59平米,南北,低层,中装修,2011年,有 ,个人产权,普通住宅,平层,钢混,城关,0,176, 13077元/平米 
2室2厅1卫,75平米,南北,低层,精装修,2008年,有 ,商品房(免税),普通住宅,平层,板楼,城关,1,90, 12000元/平米 
2室2厅1卫,99.37平米,南,低楼层,暂无,,,,,,,七里河,0,85,8554元/平米
1室1厅1卫,57平米,南,中层,毛坯,2017年,无 ,商品房,普通住宅,平层,板楼,城关,0,53, 9298元/平米 
3室2厅1卫,107.14平米,南北,低楼层,暂无,,,,,,,安宁,0,109,10174元/平米
3室2厅2卫,134平米,南北,中层,毛坯,2015年,有 ,商品房,普通住宅,平层,板楼,榆中,0,87, 6493元/平米 
2室2厅1卫,92.46平米,南北,高层,精装修,2006年,无 ,个人产权,普通住宅,平层,板楼,安宁,1,129.9, 14049元/平米 
2室2厅1卫,94.78平米,南北,中层,精装修,2001年,有 ,个人产权,普通住宅,平层,钢混,城关,0,119, 12555元/平米 
2室1厅1卫,78.25平米,西北,低层,简装修,2016年,有 ,个人产权,普通住宅,平层,板楼,七里河,0,56, 7157元/平米 
2室2厅1卫,65.1平米,东北,低层,精装修,2004年,有 ,商品房,普通住宅,,板楼,七里河,1,92, 14132元/平米 
2室2厅2卫,110平米,东北,低层,毛坯,2012年,有 ,个人产权,普通住宅,平层,塔楼,城关,1,132, 12000元/平米 
3室2厅2卫,128.56平米,南北,低层,简装修,2003年,有 ,商品房,,,板楼,七里河,1,186, 14468元/平米 
2室2厅1卫,86平米,东,高层,精装修,2005年,有 ,商品房,普通住宅,平层,板楼,城关,0,110, 12791元/平米 
2室2厅1卫,96.05平米,南,高层,毛坯,2013年,无 ,个人产权,普通住宅,平层,板楼,安宁,0,118, 12285元/平米 
3室2厅2卫,128.34平米,南北,低层,中装修,2008年,有 ,个人产权,普通住宅,平层,塔楼,城关,1,165, 12856元/平米 
2室2厅1卫,91.64平米,南北,低层,精装修,2012年,有 ,个人产权,普通住宅,平层,塔板结合,城关,0,118, 12876元/平米 
3室2厅2卫,118.00平米,南北,低楼层,暂无,,,,,,,安宁,0,115,9746元/平米
1室1厅1卫,65.35平米,东,低层,精装修,2012年,有 ,个人产权,普通住宅,平层,钢混,城关,1,137, 20964元/平米 
2室2厅1卫,97.43平米,东西,高层,简装修,2006年,有 ,商品房,普通住宅,,板楼,城关,1,108.5, 11136元/平米 
1室1厅1卫,45.93平米,南北,低层,毛坯,2015年,无 ,商品房,公寓,复式,,七里河,0,39, 8491元/平米 
2室1厅1卫,66平米,西,低层,简装修,2004年,无 ,个人产权,普通住宅,平层,板楼,城关,1,66, 10000元/平米 
2室1厅1卫,61平米,东南,高层,简装修,2020年,有 ,商品房,普通住宅,平层,板楼,城关,1,83.5, 13689元/平米 
2室2厅1卫,96平米,南北,低层,简装修,2000年,无 ,普通商品房,普通住宅,平层,板楼,城关,0,112, 11667元/平米 
2室1厅1卫,66.85平米,东西,低层,简装修,2001年,有 ,商品房,普通住宅,平层,板楼,城关,1,90, 13463元/平米 
2室1厅1卫,95.71平米,西南,低层,精装修,2005年,有 ,个人产权,普通住宅,平层,板楼,城关,1,199, 20792元/平米 
2室2厅1卫,96.00平米,南,中楼层,暂无,,,,,,,城关,0,102,10625元/平米
4室2厅2卫,166.88平米,南北,低层,豪华装修,2010年,有 ,商品房,,,板楼,安宁,0,249, 14921元/平米 
2室2厅1卫,100.38平米,南北,低层,简装修,2006年,无 ,个人产权,普通住宅,平层,板楼,安宁,1,125, 12453元/平米 
3室1厅1卫,148.00平米,南北,中楼层,暂无,,,,,,,城关,1,149,10068元/平米
2室2厅1卫,115平米,南北,低层,精装修,2003年,无 ,个人产权,普通住宅,平层,板楼,城关,1,123, 10696元/平米 
3室1厅1卫,107.05平米,西北,中层,精装修,2000年,有 ,商品房,普通住宅,平层,板楼,城关,1,125, 11677元/平米 
2室2厅1卫,91.47平米,东南,高层,毛坯,2016年,有 ,个人产权,普通住宅,平层,板楼,城关,0,115, 12572元/平米 
2室2厅1卫,85平米,南北,高层,毛坯,2009年,无 ,个人产权,普通住宅,平层,板楼,七里河,0,98.5, 11588元/平米 
3室2厅2卫,137.00平米,南北,高楼层,暂无,,,,,,,榆中,0,89,6496元/平米
2室1厅1卫,88.29平米,南,高层,暂无,,无 ,商品房,普通住宅,平层,板楼,七里河,1,84.8, 9605元/平米 
2室2厅1卫,117.14平米,南北,高层,精装修,2005年,无 ,商品房,普通住宅,平层,板楼,城关,1,170, 14513元/平米 
2室1厅1卫,84.4平米,西,中层,毛坯,2001年,有 ,个人产权,普通住宅,平层,钢混,七里河,1,106, 12559元/平米 
2室2厅1卫,98.73平米,南,高层,简装修,2013年,有 ,商品房,,,板楼,七里河,1,125, 12661元/平米 
2室2厅1卫,97.43平米,西南,低层,精装修,2014年,有 ,商品房,,,板楼,城关,0,165, 16935元/平米 
3室2厅2卫,152平米,南北,低层,简装修,2009年,有 ,个人产权,普通住宅,平层,板楼,安宁,1,228, 15000元/平米 
暂无,98.05平米,东西,中层,简装修,2008年,无 ,商品房,普通住宅,平层,,城关,1,113, 11525元/平米 
3室2厅2卫,128平米,南北,中层,精装修,2010年,有 ,商品房,,,板楼,安宁,0,175, 13672元/平米 
2室1厅1卫,73.08平米,东南,中层,简装修,2003年,有 ,商品房,,,板楼,七里河,1,128, 17515元/平米 
2室2厅2卫,110平米,南,中层,精装修,2012年,有 ,商品房,普通住宅,平层,板楼,城关,1,165, 15000元/平米 
2室2厅2卫,99.26平米,南北,中层,简装修,2004年,有 ,商品房,,平层,板楼,七里河,0,128.5, 12946元/平米 
2室2厅1卫,90.00平米,南北,中楼层,暂无,,,,,,,城关,1,102,11333元/平米
2室1厅1卫,47.61平米,南北,高层,毛坯,2015年,无 ,商品房,商住楼,复式,,七里河,0,40, 8402元/平米 
1室0厅1卫,50.2平米,东北,低层,简装修,2005年,有 ,商品房,普通住宅,,板楼,七里河,1,66, 13147元/平米 
2室1厅1卫,53平米,东西,高层,精装修,2009年,无 ,商品房,,,板楼,七里河,1,68, 12830元/平米 
2室2厅1卫,93平米,南,高层,精装修,2015年,无 ,个人产权,普通住宅,平层,钢混,城关,0,130, 13978元/平米 
2室2厅1卫,85.00平米,南北,高楼层,暂无,,,,,,,城关区,0,65,7647元/平米
1室1厅1卫,52平米,东北,中层,精装修,1996年,无 ,商品房,普通住宅,,板楼,城关,1,118, 22692元/平米 
2室2厅1卫,84.9平米,东南,高层,简装修,2005年,有 ,商品房,普通住宅,,板楼,七里河,1,125.5, 14782元/平米 
2室1厅1卫,63.44平米,东北,中层,简装修,2008年,无 ,商品房,,,板楼,七里河,1,65, 10246元/平米 
2室1厅1卫,95.69平米,南北,高层,精装修,2020年,有 ,商品房,普通住宅,平层,板楼,城关,0,196, 20483元/平米 
2室1厅1卫,51.84平米,南北,高层,简装修,1997年,无 ,商品房,普通住宅,平层,板楼,城关,1,68.5, 13214元/平米 
2室1厅1卫,78平米,西南,低层,简装修,2004年,无 ,个人产权,普通住宅,,,城关,0,95, 12179元/平米 
3室2厅2卫,118.35平米,东南,中层,简装修,2002年,有 ,商品房,,,板楼,七里河,1,145.5, 12294元/平米 
3室2厅1卫,95平米,南北,中层,精装修,,有 ,商品房,普通住宅,平层,,七里河,0,108, 11368元/平米 
2室2厅1卫,113平米,南,高层,简装修,2006年,有 ,个人产权,普通住宅,平层,板楼,安宁,0,122, 10796元/平米 
3室2厅1卫,91.94平米,南北,中层,简装修,2002年,有 ,个人产权,普通住宅,平层,板楼,城关,0,123.5, 13433元/平米 
2室1厅1卫,67.00平米,南北,高楼层,暂无,,,,,,,七里河区,0,51,7612元/平米
2室2厅1卫,95平米,南北,中层,中装修,2006年,无 ,个人产权,普通住宅,平层,板楼,城关,0,162, 17053元/平米 
4室2厅2卫,140.00平米,南北,高楼层,暂无,,,,,,,永登区,0,120,8571元/平米
4室2厅2卫,169.94平米,南北,中层,精装修,2006年,有 ,商品房,普通住宅,,板楼,城关,0,362, 21302元/平米 
2室2厅1卫,91.37平米,南,低层,毛坯,2016年,有 ,个人产权,普通住宅,平层,板楼,七里河,0,76, 8318元/平米 
2室1厅1卫,80平米,南,中层,简装修,2012年,有 ,个人产权,,平层,塔板结合,城关,1,103, 12875元/平米 
2室2厅1卫,105平米,南北,中层,精装修,2004年,有 ,个人产权,普通住宅,平层,钢混,城关,1,155, 14762元/平米 
3室2厅2卫,118.00平米,南,低楼层,暂无,,,,,,,红古,0,58,4915元/平米
2室1厅1卫,80.07平米,南,高层,简装修,2012年,有 ,商品房,,,板楼,安宁,1,106, 13238元/平米 
4室2厅2卫,148.00平米,南北,中楼层,暂无,,,,,,,七里河区,0,162,10946元/平米
3室2厅1卫,103.15平米,南北,高层,简装修,2000年,有 ,商品房(免税),普通住宅,平层,板楼,七里河,1,148.5, 14397元/平米 
4室2厅2卫,247平米,东西,中层,精装修,,无 ,个人产权,普通住宅,平层,钢混,城关,0,355, 14372元/平米 
2室2厅1卫,93平米,南北,中层,简装修,2006年,无 ,个人产权,普通住宅,平层,板楼,安宁,1,137, 14731元/平米 
2室2厅1卫,78.76平米,南,中层,精装修,2015年,有 ,个人产权,普通住宅,平层,板楼,安宁,0,102, 12951元/平米 
3室2厅2卫,125平米,南北,中层,毛坯,2019年,有 ,商品房,普通住宅,,板楼,城关,0,125, 10000元/平米 
4室2厅2卫,171平米,南北,高层,精装修,2006年,无 ,商品房,普通住宅,平层,板楼,城关,1,178, 10409元/平米 
3室2厅2卫,212平米,南北,高层,毛坯,2012年,有 ,个人产权,普通住宅,平层,板楼,城关,1,312, 14717元/平米 
3室2厅1卫,107平米,南北,中层,简装修,2017年,有 ,个人产权,普通住宅,平层,钢混,城关,0,103, 9626元/平米 
2室2厅1卫,100平米,西南,低层,中装修,2008年,无 ,个人产权,普通住宅,平层,钢混,城关,1,165, 16500元/平米 
2室2厅1卫,112.6平米,南,中层,精装修,2006年,有 ,商品房,,,板楼,城关,1,166, 14742元/平米 
2室1厅1卫,79平米,南北,中层,简装修,2004年,无 ,个人产权,普通住宅,平层,砖混,城关,0,79, 10000元/平米 
3室2厅2卫,152.4平米,南北,中层,简装修,2018年,有 ,商品房,普通住宅,,板楼,七里河,1,175, 11483元/平米 
2室2厅1卫,93平米,南北,低层,精装修,2007年,有 ,商品房,普通住宅,平层,板楼,城关,0,96, 10323元/平米 
2室2厅1卫,109平米,西南,中层,精装修,2008年,有 ,个人产权,普通住宅,平层,板楼,安宁,1,149.8, 13743元/平米 
2室1厅1卫,62平米,南北,中层,简装修,2001年,有 ,个人产权,普通住宅,平层,板楼,城关,1,79.5, 12823元/平米 
3室2厅1卫,115平米,南,低层,中装修,2003年,有 ,个人产权,普通住宅,平层,塔板结合,城关,0,168, 14609元/平米 
2室2厅1卫,85.56平米,东南,高楼层,暂无,,,,,,,西固,1,91,10636元/平米
2室2厅1卫,111平米,东北,低层,精装修,2008年,无 ,商品房(免税),普通住宅,平层,板楼,城关,0,162, 14595元/平米 
2室1厅1卫,80平米,南北,低层,精装修,2000年,有 ,商品房,普通住宅,,板楼,城关,1,96, 12000元/平米 
2室1厅1卫,65平米,南北,中层,中装修,1995年,无 ,房改房,普通住宅,平层,板楼,城关,0,89, 13692元/平米 
3室1厅1卫,80平米,南北,高层,毛坯,2000年,有 ,个人产权,普通住宅,平层,砖混,西固,0,67, 8375元/平米 
2室1厅1卫,73.1平米,南北,中层,精装修,2020年,有 ,商品房,普通住宅,平层,板楼,城关,0,108, 14774元/平米 
3室2厅1卫,119.9平米,南,低层,精装修,2002年,有 ,个人产权,普通住宅,平层,板楼,城关,0,150, 12510元/平米 
1室1厅1卫,43平米,东,高层,中装修,1998年,有 ,个人产权,普通住宅,,,城关,1,78, 18140元/平米 
3室2厅1卫,97.00平米,南,中楼层,暂无,,,,,,,城关,1,99,10206元/平米
2室2厅2卫,117.09平米,南北,中层,简装修,2006年,有 ,商品房,,,板楼,七里河,0,135, 11530元/平米 
3室2厅1卫,97.73平米,南北,高层,简装修,2015年,有 ,个人产权,普通住宅,平层,板楼,安宁,0,131, 13404元/平米 
3室2厅1卫,104.00平米,南,中楼层,暂无,,,,,,,七里河,0,100,9615元/平米
2室1厅1卫,70平米,南北,高层,精装修,2001年,无 ,商品房,普通住宅,平层,板楼,城关,0,79, 11286元/平米 
2室1厅1卫,72.33平米,东,高层,简装修,2010年,有 ,个人产权,普通住宅,平层,,七里河,1,83, 11475元/平米 
3室2厅2卫,147平米,东,中层,精装修,2006年,有 ,个人产权,普通住宅,平层,钢混,城关,1,226.5, 15408元/平米 
2室1厅1卫,85平米,南,低层,毛坯,2016年,无 ,个人产权,普通住宅,平层,板楼,七里河,0,70, 8235元/平米 
1室1厅1卫,53平米,南北,低层,毛坯,2017年,有 ,个人产权,普通住宅,平层,塔板结合,城关,0,55, 10377元/平米 
3室2厅2卫,145.6平米,南北,中层,简装修,2013年,有 ,商品房,普通住宅,平层,板楼,七里河,1,249.8, 17157元/平米 
2室1厅1卫,90.3平米,南北,中层,精装修,2005年,有 ,商品房,普通住宅,,板楼,七里河,1,159, 17608元/平米 
2室1厅1卫,80.59平米,南,低楼层,暂无,,,,,,,安宁,0,75,9306元/平米
2室2厅1卫,80.29平米,南北,中层,简装修,2003年,有 ,个人产权,普通住宅,平层,板楼,城关,1,96.8, 12056元/平米 
2室2厅1卫,98.86平米,南北,高楼层,暂无,,,,,,,七里河,1,93,9407元/平米
2室1厅1卫,67.17平米,南北,低层,精装修,2002年,无 ,房改房,普通住宅,平层,板楼,安宁,0,69.9, 10406元/平米 
3室2厅2卫,120.00平米,南北,高楼层,暂无,,,,,,,榆中,0,72,6000元/平米
1室1厅1卫,52平米,东北,中层,精装修,1996年,无 ,商品房,普通住宅,,板楼,城关,1,118, 22692元/平米 
3室2厅2卫,116.06平米,南北,中楼层,暂无,,,,,,,榆中,0,70,6031元/平米
3室2厅2卫,177平米,南北,高层,精装修,2006年,有 ,商品房,普通住宅,平层,钢混,城关,0,228, 12881元/平米 
2室2厅1卫,96平米,南北,中层,简装修,2000年,无 ,商品房,普通住宅,平层,,城关,0,96, 10000元/平米 
2室1厅1卫,70平米,东北,中层,精装修,1995年,无 ,个人产权,普通住宅,平层,砖混,城关,1,96, 13714元/平米 
2室2厅1卫,91平米,南北,中层,简装修,1998年,无 ,商品房,普通住宅,平层,板楼,安宁,0,118, 12967元/平米 
4室2厅2卫,157平米,南北,中层,精装修,2011年,有 ,个人产权,普通住宅,平层,钢混,西固,0,157, 10000元/平米 
2室2厅1卫,93.4平米,南,低层,暂无,2008年,有 ,个人产权,普通住宅,平层,板楼,七里河,1,142, 15203元/平米 
1室0厅,24.00平米,南北,暂无,暂无,,,,,,,七里河区,0,21,8750元/平米
2室1厅1卫,95平米,西北,低层,精装修,2013年,有 ,商品房,普通住宅,,板楼,七里河,1,165, 17368元/平米 
2室2厅1卫,86平米,南北,中层,毛坯,2021年,有 ,商品房,普通住宅,平层,板楼,榆中,0,46.5, 5407元/平米 
2室1厅1卫,87.06平米,西南,低楼层,暂无,,,,,,,城关,1,163,18723元/平米
2室2厅1卫,88平米,西北,高层,精装修,2004年,无 ,房改房,普通住宅,平层,,城关,1,142, 16136元/平米 
3室2厅1卫,106平米,南北,中层,毛坯,2019年,无 ,个人产权,普通住宅,平层,板楼,永登,0,62, 5849元/平米 
3室2厅2卫,130平米,东南,中层,简装修,2002年,无 ,个人产权,普通住宅,,,城关,1,210, 16154元/平米 
2室1厅1卫,69平米,南,高层,精装修,2008年,有 ,个人产权,,平层,板楼,城关,1,89, 12899元/平米 
4室2厅2卫,213平米,南北,低层,中装修,2005年,无 ,商品房,普通住宅,复式,钢混,城关,1,206, 9671元/平米 
2室2厅1卫,81.45平米,南,低层,精装修,2015年,有 ,商品房,,,板楼,安宁,0,110, 13505元/平米 
6室3厅4卫,226平米,南,低层,毛坯,2012年,,,,,,榆中,0,340, 15044元/平米 
3室2厅1卫,98平米,南,低层,简装修,2020年,有 ,商品房,普通住宅,平层,板楼,城关,0,98, 10000元/平米 
2室0厅1卫,50平米,南北,高层,简装修,1995年,无 ,个人产权,普通住宅,平层,板楼,城关,1,50, 10000元/平米 
3室1厅1卫,92.00平米,东西,中楼层,暂无,,,,,,,城关,1,96,10435元/平米
3室2厅1卫,111.00平米,南北,中楼层,暂无,,,,,,,榆中,0,55,4955元/平米
1室1厅,48.00平米,西南,高楼层,暂无,,,,,,,安宁区,0,50,10417元/平米
1室1厅1卫,73.76平米,南,高层,暂无,,无 ,商品房,普通住宅,,,安宁,1,93, 12608元/平米 
3室2厅2卫,136平米,南北,低层,毛坯,2017年,无 ,个人产权,普通住宅,平层,钢混,七里河,0,188, 13824元/平米 
2室1厅1卫,56.9平米,南北,高层,中装修,2008年,无 ,商品房,普通住宅,,板楼,七里河,1,64, 11248元/平米 
2室2厅1卫,93.46平米,南北,中层,精装修,2006年,无 ,商品房,普通住宅,平层,板楼,安宁,1,133, 14231元/平米 
3室2厅2卫,125.00平米,南北,中楼层,暂无,,,,,,,七里河,0,127,10160元/平米
2室2厅1卫,104平米,南北,中层,简装修,2006年,有 ,商品房,普通住宅,错层,板楼,安宁,1,137, 13173元/平米 
2室1厅1卫,60平米,南北,中层,简装修,1996年,无 ,商品房,普通住宅,,板楼,城关,1,75, 12500元/平米 
4室3厅3卫,248平米,南,低层,毛坯,2009年,,,,,,榆中,0,245, 9879元/平米 
3室2厅2卫,116.06平米,南北,中楼层,暂无,,,,,,,榆中,0,70,6031元/平米
2室2厅1卫,100平米,南北,中层,精装修,2006年,有 ,商品房,普通住宅,平层,板楼,城关,0,190, 19000元/平米 
2室1厅1卫,75平米,南北,高层,毛坯,,无 ,个人产权,普通住宅,平层,塔楼,城关,0,58, 7733元/平米 
2室1厅1卫,73.08平米,东南,低层,简装修,2005年,有 ,商品房,普通住宅,,板楼,七里河,1,138, 18883元/平米 
3室2厅2卫,94平米,南北,中层,精装修,2020年,有 ,商品房,普通住宅,平层,板楼,榆中,0,72, 7660元/平米 
3室1厅1卫,94.84平米,东西,高层,中装修,2005年,无 ,个人产权,,平层,板楼,七里河,0,99, 10439元/平米 
3室1厅2卫,83.67平米,南北,高楼层,暂无,,,,,,,城关,0,86,10278元/平米
2室1厅1卫,67平米,南北,高层,精装修,2000年,无 ,商品房,普通住宅,,板楼,城关,0,68, 10149元/平米 
3室2厅1卫,113平米,南北,高层,毛坯,2018年,有 ,个人产权,,平层,塔板结合,城关,0,108, 9558元/平米 
2室2厅1卫,108.36平米,南,中层,中装修,2010年,有 ,个人产权,普通住宅,平层,板楼,安宁,0,142, 13104元/平米 
2室1厅1卫,59.35平米,南北,高层,简装修,2002年,有 ,个人产权,普通住宅,平层,板楼,城关,0,72, 12131元/平米 
2室2厅1卫,138平米,南北,高层,精装修,2001年,有 ,个人产权,普通住宅,平层,钢混,城关,1,258, 18696元/平米 
2室2厅1卫,75平米,东,中层,简装修,2003年,无 ,商品房,普通住宅,平层,板楼,城关,1,83, 11067元/平米 
2室2厅1卫,94.25平米,南北,低层,精装修,2014年,无 ,商品房,普通住宅,平层,板楼,城关,1,138, 14642元/平米 
3室2厅1卫,101.23平米,南北,高层,精装修,2000年,无 ,商品房,普通住宅,平层,板楼,城关,1,155, 15312元/平米 
2室2厅1卫,90平米,东南,中层,简装修,2000年,无 ,个人产权,普通住宅,平层,钢混,城关,1,132, 14667元/平米 
3室2厅1卫,91.63平米,东西,高层,简装修,2000年,无 ,商品房,普通住宅,平层,板楼,城关,0,155, 16916元/平米 
2室2厅1卫,81平米,南北,中层,简装修,2004年,有 ,商品房,普通住宅,,板楼,城关,0,96, 11852元/平米 
3室2厅1卫,96平米,南北,低层,精装修,2015年,有 ,个人产权,普通住宅,平层,板楼,安宁,0,122.8, 12792元/平米 
2室2厅1卫,87平米,南北,高层,中装修,2011年,无 ,个人产权,普通住宅,平层,板楼,安宁,1,125, 14368元/平米 
3室2厅2卫,127.31平米,南北,高楼层,暂无,,,,,,,城关,0,136,10683元/平米
3室2厅2卫,116平米,西北,中层,毛坯,2022年,有 ,商品房,普通住宅,,,城关,0,168, 14483元/平米 
3室2厅2卫,133.21平米,东南,中层,精装修,2010年,有 ,商品房,普通住宅,平层,板楼,城关,1,325, 24398元/平米 
3室2厅2卫,150平米,南北,中层,精装修,2009年,有 ,商品房,普通住宅,平层,板楼,安宁,1,233, 15533元/平米 
2室2厅1卫,108.36平米,南,高层,暂无,2014年,有 ,个人产权,普通住宅,平层,钢混,安宁,0,151.9, 14018元/平米 
4室2厅2卫,152平米,南北,低层,毛坯,2013年,有 ,个人产权,普通住宅,开间,板楼,安宁,0,248, 16316元/平米 
3室2厅1卫,103平米,南北,高层,简装修,2002年,无 ,个人产权,普通住宅,平层,板楼,城关,1,130, 12621元/平米 
3室2厅1卫,107.00平米,南北,低楼层,暂无,,,,,,,安宁,0,105,9813元/平米
2室2厅1卫,105平米,西北,中层,简装修,2008年,有 ,商品房,普通住宅,平层,板楼,城关,1,168, 16000元/平米 
1室1厅1卫,46.00平米,南,高楼层,暂无,,,,,,,西固,1,56,12174元/平米
1室0厅1卫,40平米,东北,高层,精装修,2005年,有 ,个人产权,普通住宅,平层,钢混,城关,1,84.8, 21200元/平米 
2室2厅1卫,82.7平米,西北,中层,中装修,2010年,无 ,个人产权,普通住宅,平层,板楼,城关,1,115, 13906元/平米 
2室2厅1卫,110平米,东南,中层,中装修,2008年,有 ,个人产权,普通住宅,平层,塔楼,城关,1,145, 13182元/平米 
3室2厅1卫,100.56平米,东西,高层,简装修,2003年,有 ,商品房,普通住宅,,板楼,七里河,1,156, 15513元/平米 
4室2厅2卫,200平米,南北,高层,精装修,2017年,有 ,个人产权,普通住宅,平层,钢混,城关,0,210, 10500元/平米 
3室2厅1卫,109平米,南北,中层,精装修,2020年,无 ,商品房,普通住宅,平层,板楼,七里河,0,125, 11468元/平米 
4室2厅2卫,165平米,南北,高层,精装修,2020年,有 ,个人产权,普通住宅,平层,板楼,安宁,0,228, 13818元/平米 
2室2厅1卫,96.19平米,南北,低层,精装修,2011年,有 ,个人产权,普通住宅,平层,钢混,西固,0,105, 10916元/平米 
2室2厅1卫,106平米,南,高层,精装修,2010年,有 ,个人产权,普通住宅,平层,塔楼,城关,1,135, 12736元/平米 
2室2厅1卫,85.4平米,东西,中层,简装修,2002年,无 ,个人产权,普通住宅,平层,钢混,安宁,1,93, 10890元/平米 
2室1厅1卫,87.13平米,南北,中楼层,暂无,2018-10-01年,,,,,,皋兰,0,105,12051元/平米
3室2厅2卫,103.00平米,南,中楼层,暂无,,,,,,,永登区,0,51,4951元/平米
4室2厅2卫,138.00平米,南北,低楼层,暂无,,,,,,,安宁,0,145,10507元/平米
2室1厅1卫,92.1平米,南,中层,精装修,2010年,有 ,个人产权,普通住宅,平层,板楼,城关,1,140, 15201元/平米 
1室2厅1卫,65.4平米,东南,中层,毛坯,2012年,有 ,商品房(免税),普通住宅,平层,板楼,城关,1,90, 13761元/平米 
2室2厅1卫,80.00平米,南北,高楼层,暂无,,,,,,,西固,0,84,10500元/平米
3室2厅1卫,96平米,南,中层,精装修,2015年,有 ,商品房,普通住宅,平层,,安宁,0,125, 13021元/平米 
2室1厅1卫,65.00平米,北,中楼层,暂无,,,,,,,城关区,0,72,11077元/平米
4室2厅2卫,138.00平米,南北,中楼层,暂无,,,,,,,榆中,0,77,5580元/平米
2室1厅1卫,89平米,东北,中层,精装修,2004年,有 ,个人产权,普通住宅,平层,钢混,城关,1,115, 12921元/平米 
2室2厅1卫,85平米,南北,高层,简装修,2002年,无 ,经济适用房,普通住宅,平层,板楼,城关,1,115, 13529元/平米 
3室2厅1卫,131.00平米,南北,中楼层,暂无,,,,,,,城关,0,150,11450元/平米
3室2厅1卫,117平米,南北,中层,精装修,2009年,有 ,商品房,普通住宅,,板楼,安宁,0,185, 15812元/平米 
1室1厅1卫,56.7平米,西北,高层,简装修,2001年,有 ,商品房,,,板楼,城关,0,67, 11817元/平米 
2室2厅1卫,104.5平米,南北,高层,简装修,2000年,无 ,个人产权,普通住宅,平层,,城关,1,105, 10048元/平米 
3室2厅1卫,126.44平米,西南,中楼层,暂无,,,,,,,安宁,1,149,11784元/平米
4室2厅3卫,129.00平米,南北,高楼层,暂无,,,,,,,永登区,0,86,6667元/平米
3室2厅2卫,133.00平米,南北,中楼层,暂无,,,,,,,城关,0,126,9474元/平米
2室2厅1卫,89.38平米,东南,高层,简装修,,有 ,个人产权,普通住宅,平层,钢混,城关,1,115, 12866元/平米 
3室1厅1卫,73平米,东,中层,精装修,2002年,有 ,商品房,,,板楼,七里河,0,88, 12055元/平米 
2室2厅1卫,96.21平米,东北,高楼层,暂无,,,,,,,安宁,1,99,10290元/平米
1室1厅1卫,53平米,东南,低层,精装修,2017年,无 ,商品房,普通住宅,平层,板楼,城关,0,58, 10943元/平米 
5室2厅5卫,258.4平米,南北,低层,精装修,,无 ,商品房,普通住宅,平层,板楼,城关,1,530, 20511元/平米 
2室2厅1卫,78平米,南北,低层,简装修,,无 ,房改房,普通住宅,,,城关,1,78, 10000元/平米 
2室1厅1卫,65平米,南北,中层,简装修,2000年,无 ,商品房,普通住宅,平层,板楼,城关,1,132, 20308元/平米 
1室1厅1卫,46.73平米,西南,高层,暂无,1999年,无 ,商品房,普通住宅,平层,钢混,七里河,0,59, 12626元/平米 
2室2厅1卫,99平米,南北,中层,简装修,2008年,无 ,个人产权,普通住宅,平层,板楼,安宁,1,180, 18182元/平米 
3室2厅2卫,120.00平米,南北,中楼层,暂无,,,,,,,西固,0,116,9667元/平米
1室1厅1卫,48.47平米,北,低层,简装修,2000年,有 ,商品房(免税),普通住宅,平层,板楼,七里河,1,67.8, 13988元/平米 
2室2厅1卫,110平米,东南,低层,中装修,2008年,无 ,个人产权,普通住宅,平层,塔楼,城关,1,133, 12091元/平米 
2室2厅1卫,117平米,南,高层,精装修,2008年,有 ,个人产权,普通住宅,平层,塔楼,城关,1,165, 14103元/平米 
2室1厅1卫,63.32平米,南,低层,精装修,2003年,无 ,商品房,普通住宅,平层,钢混,城关,1,83, 13108元/平米 
2室1厅1卫,56.93平米,东西,高层,简装修,2000年,有 ,商品房,,,板楼,七里河,0,66.5, 11681元/平米 
1室1厅1卫,36.39平米,北,高层,简装修,1996年,有 ,商品房,普通住宅,,板楼,城关,0,59, 16213元/平米 
2室2厅1卫,92平米,南,低层,精装修,2011年,有 ,商品房,普通住宅,,板楼,安宁,1,124, 13478元/平米 
