户型,建筑面积,朝向,楼层,装修,建筑年代,电梯,产权性质,住宅类别,建筑结构,建筑类别,区域,学校,总价,单价
3室2厅1卫,107平米,南北,中层,精装修,2019年,无 ,个人产权,普通住宅,平层,板楼,安宁,0,130, 12150元/平米 
2室1厅1卫,94.00平米,南,中楼层,暂无,,,,,,,城关,0,88,9362元/平米
2室2厅1卫,97平米,南,中层,精装修,2014年,无 ,商品房,普通住宅,平层,板楼,安宁,0,138, 14227元/平米 
3室2厅2卫,130.1平米,南北,低层,简装修,2004年,有 ,商品房,,,板楼,七里河,0,125.5, 9646元/平米 
1室2厅1卫,55.87平米,南北,低楼层,暂无,,,,,,,七里河,0,35,6265元/平米
3室2厅2卫,145.99平米,南北,高层,精装修,2001年,有 ,商品房,普通住宅,平层,板楼,城关,1,209, 14316元/平米 
3室2厅1卫,154.21平米,南北,中层,毛坯,2013年,无 ,个人产权,普通住宅,平层,板楼,安宁,0,215, 13942元/平米 
2室1厅1卫,70.6平米,东北,高层,精装修,2008年,无 ,商品房,普通住宅,平层,板楼,城关,1,188, 26629元/平米 
2室1厅1卫,95平米,东南,低层,精装修,2012年,有 ,商品房,,,板楼,七里河,1,145, 15263元/平米 
2室2厅1卫,103.21平米,西,低层,精装修,2006年,有 ,个人产权,普通住宅,平层,钢混,城关,0,121.5, 11772元/平米 
4室2厅2卫,166.88平米,南北,低层,豪华装修,2010年,有 ,商品房,,,板楼,安宁,0,249, 14921元/平米 
3室2厅2卫,195.09平米,南北,低层,简装修,2004年,无 ,普通商品房,普通住宅,平层,板楼,城关,1,495, 25373元/平米 
2室2厅1卫,71.40平米,南,高楼层,暂无,,,,,,,城关,1,78,10924元/平米
3室2厅2卫,125.76平米,南北,中层,简装修,2008年,有 ,商品房(免税),普通住宅,平层,板楼,七里河,1,182, 14472元/平米 
2室2厅1卫,117.3平米,南北,中层,简装修,2006年,有 ,商品房,普通住宅,平层,板楼,城关,0,125, 10656元/平米 
3室2厅1卫,107.00平米,南北,低楼层,暂无,,,,,,,安宁,0,110,10280元/平米
2室2厅1卫,101.03平米,东南,中层,简装修,2006年,有 ,商品房,,,板楼,城关,0,186, 18410元/平米 
2室2厅1卫,97.01平米,南北,低层,精装修,2004年,无 ,商品房,普通住宅,平层,板楼,城关,1,119, 12267元/平米 
2室1厅1卫,55平米,南,高层,精装修,1999年,有 ,个人产权,普通住宅,平层,钢混,安宁,1,63, 11455元/平米 
2室1厅1卫,82.37平米,南北,中层,简装修,2004年,有 ,个人产权,普通住宅,平层,板楼,城关,1,105, 12747元/平米 
2室2厅1卫,82.22平米,南,低层,精装修,2006年,有 ,商品房,普通住宅,平层,板楼,安宁,0,95, 11554元/平米 
2室2厅1卫,70.11平米,西南,低层,精装修,2014年,有 ,个人产权,普通住宅,平层,塔板结合,城关,1,80, 11411元/平米 
3室2厅1卫,145平米,南北,高层,简装修,2004年,无 ,商品房,普通住宅,平层,钢混,城关,1,235, 16207元/平米 
2室1厅1卫,90.27平米,东西,中层,简装修,2000年,无 ,房改房,,平层,,城关,1,158, 17503元/平米 
3室2厅2卫,137平米,南北,高层,简装修,2007年,有 ,商品房,普通住宅,平层,钢混,城关,1,180, 13139元/平米 
2室2厅1卫,109.97平米,东南,低层,简装修,2008年,有 ,个人产权,普通住宅,平层,塔楼,城关,1,113, 10276元/平米 
3室2厅2卫,118.00平米,南北,高楼层,暂无,,,,,,,安宁,0,121,10254元/平米
4室2厅1卫,178.45平米,南,中层,暂无,2004年,有 ,个人产权,普通住宅,平层,板楼,城关,1,156.5, 8770元/平米 
3室2厅1卫,117平米,南北,中层,精装修,2009年,有 ,商品房,普通住宅,,板楼,安宁,0,185, 15812元/平米 
2室1厅,82.00平米,东南,低楼层,暂无,,,,,,,城关,0,92,11220元/平米
2室2厅1卫,112.78平米,南北,高层,简装修,2000年,有 ,商品房,普通住宅,,板楼,七里河,1,123.5, 10951元/平米 
2室1厅1卫,70平米,南北,低层,精装修,2004年,有 ,个人产权,普通住宅,平层,塔板结合,城关,1,80, 11429元/平米 
2室2厅1卫,78.1平米,南北,高层,精装修,2002年,有 ,个人产权,普通住宅,平层,板楼,城关,1,83.8, 10730元/平米 
2室1厅1卫,95平米,西北,低层,精装修,2013年,有 ,商品房,普通住宅,,板楼,七里河,1,164, 17263元/平米 
2室2厅1卫,90平米,南,中层,精装修,2008年,无 ,商品房(免税),普通住宅,平层,板楼,城关,1,146, 16222元/平米 
2室1厅1卫,102.91平米,南北,中层,精装修,2004年,无 ,商品房,普通住宅,跃层,塔楼,城关,1,125, 12147元/平米 
3室2厅2卫,150平米,南北,中层,精装修,2021年,无 ,商品房,普通住宅,平层,板楼,七里河,0,248, 16533元/平米 
4室2厅2卫,297.89平米,东西,中层,精装修,2010年,有 ,商品房,普通住宅,复式,塔楼,城关,1,520, 17456元/平米 
2室1厅1卫,109平米,南北,低层,简装修,2008年,有 ,个人产权,普通住宅,平层,钢混,安宁,1,155, 14220元/平米 
2室1厅1卫,76平米,东西,高层,中装修,2004年,无 ,商品房,普通住宅,平层,,城关,1,76, 10000元/平米 
3室2厅1卫,94.00平米,南北,中楼层,暂无,,,,,,,榆中,0,60,6383元/平米
2室2厅1卫,83平米,南北,中层,精装修,2005年,有 ,商品房,普通住宅,平层,塔楼,安宁,0,99, 11928元/平米 
3室2厅2卫,145平米,南北,高层,精装修,2022年,有 ,商品房,普通住宅,平层,,安宁,0,198, 13655元/平米 
3室2厅2卫,186平米,南,高层,精装修,2008年,有 ,商品房,普通住宅,,板楼,安宁,1,312, 16774元/平米 
暂无,98.05平米,东西,中层,简装修,2008年,无 ,商品房,普通住宅,平层,,城关,1,113, 11525元/平米 
2室2厅1卫,110.22平米,西南,中层,中装修,2002年,有 ,个人产权,普通住宅,平层,塔楼,城关,0,133, 12067元/平米 
2室1厅1卫,96平米,南,高层,精装修,2016年,有 ,商品房,普通住宅,平层,板楼,城关,1,124, 12917元/平米 
2室2厅1卫,101.33平米,南北,低层,精装修,2011年,有 ,个人产权,普通住宅,平层,钢混,西固,0,98, 9671元/平米 
3室2厅1卫,103平米,东南,中层,精装修,2008年,有 ,个人产权,普通住宅,平层,塔楼,七里河,1,146, 14175元/平米 
4室2厅2卫,140平米,南北,高层,精装修,2004年,无 ,商品房,普通住宅,,板楼,城关,1,168, 12000元/平米 
3室2厅2卫,140.00平米,南北,中楼层,暂无,,,,,,,城关,0,156,11143元/平米
2室2厅1卫,85.00平米,南北,中楼层,暂无,,,,,,,西固区,0,84,9882元/平米
3室2厅2卫,120.00平米,南北,高楼层,暂无,,,,,,,榆中,0,72,6000元/平米
2室1厅1卫,81.5平米,东西,高层,简装修,1998年,有 ,商品房,,,板楼,七里河,1,113.5, 13926元/平米 
2室1厅1卫,68平米,南北,中层,精装修,2008年,有 ,商品房,,,板楼,城关,0,87, 12794元/平米 
2室1厅1卫,71平米,南北,低层,毛坯,2005年,有 ,个人产权,普通住宅,平层,板楼,城关,1,87, 12254元/平米 
3室2厅2卫,118.00平米,南北,低楼层,暂无,,,,,,,安宁,0,120,10169元/平米
2室2厅2卫,104.99平米,南北,中层,简装修,2004年,无 ,商品房,普通住宅,,板楼,安宁,0,122.8, 11696元/平米 
2室2厅1卫,84.75平米,东西,低层,简装修,2000年,有 ,商品房,普通住宅,,板楼,七里河,0,119, 14041元/平米 
1室1厅1卫,55平米,东,中层,毛坯,2016年,有 ,个人产权,普通住宅,平层,板楼,七里河,0,40, 7273元/平米 
2室1厅1卫,106.66平米,南,中层,中装修,2009年,有 ,商品房,普通住宅,平层,板楼,安宁,1,160, 15001元/平米 
2室1厅1卫,57平米,南,低层,精装修,2008年,无 ,普通商品房,普通住宅,平层,板楼,城关,1,101, 17719元/平米 
3室2厅1卫,126.00平米,南北,中楼层,暂无,,,,,,,榆中,0,100,7937元/平米
2室2厅1卫,104平米,南北,中层,暂无,2010年,有 ,商品房,普通住宅,平层,板楼,城关,1,139.8, 13442元/平米 
4室2厅2卫,180.6平米,南北,中层,简装修,2004年,无 ,个人产权,普通住宅,平层,板楼,城关,1,238, 13178元/平米 
3室2厅1卫,95.00平米,南北,低楼层,暂无,,,,,,,永登,0,53,5579元/平米
2室2厅1卫,97平米,南北,中层,毛坯,2020年,有 ,商品房,普通住宅,平层,塔板结合,城关,0,97, 10000元/平米 
2室1厅1卫,61.55平米,南,低层,精装修,2002年,有 ,商品房,,,板楼,七里河,1,97, 15760元/平米 
3室2厅2卫,142平米,南北,中层,精装修,2017年,有 ,个人产权,商住楼,平层,钢混,城关,0,142, 10000元/平米 
2室2厅1卫,98.00平米,南北,低楼层,暂无,,,,,,,城关区,0,75,7653元/平米
2室1厅1卫,51.85平米,南北,高层,简装修,1997年,无 ,个人产权,普通住宅,平层,板楼,城关,1,68.5, 13211元/平米 
1室1厅1卫,40.89平米,北,低层,精装修,2008年,有 ,商品房,,,板楼,七里河,1,55.5, 13573元/平米 
2室2厅1卫,94.51平米,东南,中层,精装修,2009年,有 ,个人产权,普通住宅,平层,板楼,安宁,0,133.8, 14157元/平米 
1室1厅1卫,46.00平米,南北,高楼层,暂无,1988-06-10年,,,,,,城关,1,46,10000元/平米
2室2厅1卫,86平米,南北,中层,简装修,2004年,无 ,个人产权,普通住宅,平层,钢混,城关,1,96, 11163元/平米 
3室2厅2卫,136平米,南北,中层,精装修,2000年,有 ,商品房,普通住宅,,板楼,城关,0,165, 12132元/平米 
2室2厅1卫,95平米,南北,中层,毛坯,,无 ,个人产权,普通住宅,平层,板楼,榆中,0,57, 6000元/平米 
2室1厅1卫,98.00平米,南北,高楼层,暂无,,,,,,,皋兰,0,85,8673元/平米
3室2厅2卫,148平米,东北,中层,豪华装修,2006年,无 ,商品房,普通住宅,,板楼,城关,1,226, 15270元/平米 
3室2厅2卫,111.4平米,南北,低层,精装修,2005年,无 ,商品房,普通住宅,平层,板楼,城关,0,198, 17774元/平米 
3室1厅1卫,80平米,东西,高层,精装修,2002年,无 ,商品房,,,板楼,城关,0,105, 13125元/平米 
2室2厅1卫,87.00平米,南北,低楼层,暂无,,,,,,,榆中,0,42,4828元/平米
1室1厅1卫,60.12平米,南,中层,精装修,,无 ,商品房,普通住宅,平层,板楼,城关,0,108, 17964元/平米 
3室2厅1卫,170平米,南北,中层,精装修,,无 ,个人产权,普通住宅,,,城关,0,180, 10588元/平米 
3室1厅1卫,125平米,西南,中层,暂无,2003年,有 ,商品房,普通住宅,平层,板楼,城关,1,115, 9200元/平米 
4室2厅1卫,135.34平米,南北,低楼层,暂无,2015年,,,,,,安宁,0,238,17585元/平米
2室1厅1卫,83平米,西北,中层,毛坯,2013年,有 ,经济适用房,,,,七里河,0,59, 7108元/平米 
3室2厅2卫,148.00平米,东南,中楼层,暂无,,,,,,,七里河,1,133,8986元/平米
1室1厅1卫,46.81平米,东,中层,简装修,2005年,有 ,个人产权,普通住宅,平层,板楼,城关,1,96, 20508元/平米 
3室2厅1卫,111.00平米,南,高楼层,暂无,,,,,,,城关,0,122,10991元/平米
2室2厅1卫,88平米,南北,中层,简装修,1998年,无 ,商品房,,,板楼,城关,1,118, 13409元/平米 
3室2厅2卫,127平米,南北,低层,简装修,2004年,有 ,商品房,普通住宅,平层,板楼,城关,0,135, 10630元/平米 
3室2厅2卫,108平米,南北,中层,毛坯,2012年,有 ,商品房,,,板楼,安宁,0,150, 13889元/平米 
2室1厅2卫,89.00平米,南北,高楼层,暂无,,,,,,,安宁,0,84,9438元/平米
3室2厅1卫,94.00平米,南北,低楼层,暂无,,,,,,,榆中,0,50,5319元/平米
3室2厅1卫,131.00平米,南北,中楼层,暂无,,,,,,,城关,0,130,9924元/平米
2室2厅1卫,90平米,南北,中层,简装修,1998年,无 ,房改房,普通住宅,平层,板楼,城关,0,130, 14444元/平米 
1室1厅1卫,50平米,南,高层,精装修,1995年,无 ,商品房,普通住宅,平层,砖混,城关,0,73, 14600元/平米 
3室2厅2卫,147.12平米,东西,中层,中装修,,有 ,个人产权,普通住宅,平层,塔楼,七里河,1,138, 9380元/平米 
2室2厅1卫,83.25平米,南北,低层,简装修,,无 ,商品房,普通住宅,平层,,安宁,0,89.8, 10787元/平米 
2室2厅1卫,92平米,南,高层,精装修,2011年,有 ,商品房,普通住宅,平层,板楼,安宁,1,112, 12174元/平米 
2室2厅1卫,80平米,南,高层,精装修,2001年,无 ,个人产权,普通住宅,平层,塔板结合,安宁,0,86.7, 10838元/平米 
1室1厅1卫,45平米,南,中层,精装修,2006年,无 ,个人产权,普通住宅,平层,板楼,七里河,1,45, 10000元/平米 
2室2厅1卫,45.9平米,南北,低层,精装修,2020年,无 ,商品房,普通住宅,平层,板楼,七里河,0,39, 8497元/平米 
2室2厅1卫,111.26平米,南,高层,精装修,2008年,有 ,商品房,,,板楼,七里河,0,149, 13392元/平米 
4室2厅2卫,121平米,东南,中层,简装修,2002年,无 ,商品房(免税),普通住宅,平层,板楼,七里河,0,154, 12727元/平米 
1室1厅1卫,60平米,南北,高层,简装修,,无 ,商品房,普通住宅,平层,,城关,0,100, 16667元/平米 
3室2厅1卫,113平米,南北,中层,精装修,2008年,有 ,商品房,普通住宅,,板楼,七里河,1,166, 14690元/平米 
1室1厅1卫,51.03平米,西,高层,精装修,2013年,有 ,商品房,普通住宅,,板楼,七里河,1,80.8, 15834元/平米 
1室0厅1卫,25.43平米,南,高层,简装修,2004年,有 ,商品房,,,板楼,七里河,0,35, 13763元/平米 
2室2厅1卫,94平米,东南,低层,简装修,2004年,有 ,个人产权,普通住宅,平层,钢混,城关,1,176, 18723元/平米 
3室2厅1卫,107.00平米,南北,低楼层,暂无,,,,,,,安宁,0,119,11121元/平米
2室0厅1卫,45平米,东,低层,简装修,1998年,无 ,商品房,普通住宅,平层,板楼,城关,0,85, 18889元/平米 
1室1厅1卫,46.35平米,东,中层,简装修,2000年,无 ,商品房,普通住宅,平层,钢混,城关,0,69, 14887元/平米 
2室2厅1卫,106.00平米,南,低楼层,暂无,2009年,,,,,,城关,1,150,14151元/平米
3室2厅2卫,111.4平米,南北,低层,精装修,2005年,无 ,商品房,普通住宅,平层,板楼,城关,0,198, 17774元/平米 
2室1厅1卫,63.83平米,东,高层,精装修,2008年,无 ,商品房,普通住宅,,板楼,城关,1,85, 13317元/平米 
2室1厅1卫,90.00平米,南北,高楼层,暂无,,,,,,,城关,0,98,10889元/平米
1室2厅,61.58平米,南,中楼层,暂无,,,,,,,城关,0,82,13316元/平米
3室2厅2卫,132.81平米,南北,中层,简装修,2016年,有 ,个人产权,普通住宅,,,城关,1,189.5, 14269元/平米 
2室1厅1卫,78.40平米,南,中楼层,暂无,,,,,,,七里河区,0,60,7653元/平米
3室2厅2卫,100.96平米,南北,低层,简装修,2004年,有 ,商品房,,,板楼,七里河,0,103, 10202元/平米 
3室2厅2卫,150.77平米,东南,高层,中装修,2006年,有 ,个人产权,普通住宅,平层,钢混,城关,1,248, 16449元/平米 
3室2厅1卫,97平米,南北,中层,毛坯,2018年,有 ,个人产权,普通住宅,平层,板楼,城关,0,90, 9278元/平米 
2室1厅1卫,78.76平米,南北,中层,精装修,2013年,有 ,个人产权,普通住宅,平层,塔板结合,安宁,1,102, 12951元/平米 
2室2厅2卫,102平米,东南,高层,精装修,2008年,无 ,商品房,普通住宅,平层,钢混,城关,1,193, 18922元/平米 
2室1厅1卫,65平米,南北,高层,精装修,1999年,无 ,个人产权,普通住宅,平层,板楼,城关,1,108, 16615元/平米 
2室2厅1卫,84.45平米,东西,低层,简装修,2003年,有 ,商品房,,,板楼,七里河,1,98, 11604元/平米 
4室2厅2卫,211.9平米,南北,高层,毛坯,2007年,有 ,商品房,普通住宅,平层,板楼,城关,1,335, 15809元/平米 
2室2厅2卫,94平米,西南,中层,简装修,2015年,有 ,商品房,普通住宅,平层,钢混,城关,0,128, 13617元/平米 
2室2厅1卫,99.3平米,东北,低层,精装修,2015年,有 ,商品房,普通住宅,平层,钢混,城关,0,131, 13192元/平米 
2室2厅1卫,98.73平米,西南,高层,精装修,2013年,有 ,商品房,,,板楼,七里河,1,152.5, 15446元/平米 
3室2厅2卫,146平米,南北,低层,精装修,2004年,无 ,商品房,普通住宅,平层,板楼,城关,1,226, 15479元/平米 
2室1厅1卫,60平米,西,低层,简装修,2004年,有 ,个人产权,普通住宅,,,城关,0,83, 13833元/平米 
2室2厅1卫,99.8平米,东西,低层,简装修,2004年,无 ,个人产权,普通住宅,平层,砖混,七里河,0,105, 10521元/平米 
2室2厅1卫,110平米,南北,中层,简装修,2005年,有 ,商品房,普通住宅,平层,板楼,城关,1,121, 11000元/平米 
3室2厅1卫,95.00平米,南北,高楼层,暂无,,,,,,,七里河,0,82,8632元/平米
3室2厅2卫,134.5平米,南北,高层,简装修,2005年,有 ,商品房,普通住宅,,板楼,七里河,1,142, 10558元/平米 
4室2厅2卫,164平米,南北,中层,精装修,2009年,无 ,商品房(免税),普通住宅,平层,板楼,城关,0,210, 12805元/平米 
3室2厅2卫,120.4平米,西南,低层,精装修,2015年,有 ,个人产权,普通住宅,平层,钢混,城关,1,172, 14286元/平米 
3室2厅1卫,117.92平米,南北,高层,简装修,2008年,无 ,商品房,普通住宅,,板楼,七里河,1,177, 15010元/平米 
2室2厅1卫,88平米,南北,低层,暂无,2011年,无 ,商品房,普通住宅,平层,板楼,安宁,0,100, 11364元/平米 
3室2厅2卫,155平米,南北,低层,精装修,2008年,无 ,商品房,普通住宅,平层,板楼,城关,1,256, 16516元/平米 
2室2厅1卫,109平米,东南,高层,精装修,2008年,有 ,个人产权,普通住宅,平层,板楼,城关,1,153, 14037元/平米 
1室1厅1卫,53平米,南,低层,精装修,2017年,无 ,个人产权,普通住宅,平层,钢混,城关,0,53, 10000元/平米 
2室2厅1卫,105.99平米,东南,低层,精装修,2010年,有 ,个人产权,普通住宅,平层,钢混,城关,1,135, 12737元/平米 
3室2厅1卫,98.00平米,南,高楼层,暂无,,,,,,,七里河,0,103,10510元/平米
2室1厅1卫,55.81平米,南北,中层,中装修,1995年,无 ,商品房,普通住宅,平层,砖混,城关,1,120, 21502元/平米 
2室1厅1卫,80平米,南北,中层,精装修,2002年,无 ,个人产权,普通住宅,,,城关,1,83, 10375元/平米 
3室2厅2卫,123.00平米,南北,高楼层,暂无,,,,,,,榆中,0,69,5610元/平米
2室1厅1卫,78.69平米,东西,中层,简装修,2004年,有 ,商品房,,,板楼,七里河,1,95, 12073元/平米 
3室2厅1卫,94.66平米,南,中层,毛坯,2015年,有 ,商品房,普通住宅,平层,板楼,安宁,0,115, 12149元/平米 
2室1厅1卫,61.1平米,南,低层,简装修,2020年,无 ,商品房,普通住宅,平层,板楼,城关,1,72, 11784元/平米 
3室3厅3卫,112平米,南北,中层,精装修,,有 ,商品房,普通住宅,平层,钢混,榆中,0,80, 7143元/平米 
2室2厅1卫,91平米,南北,中层,精装修,2004年,有 ,商品房,普通住宅,平层,板楼,安宁,0,101, 11099元/平米 
3室2厅2卫,132平米,西南,中层,精装修,2008年,有 ,商品房,普通住宅,平层,板楼,城关,0,186, 14091元/平米 
3室2厅2卫,189.85平米,南北,低层,简装修,2008年,有 ,商品房,,,板楼,城关,0,308, 16223元/平米 
5室3厅3卫,220平米,南,高层,毛坯,2012年,无 ,商品房,普通住宅,,板楼,安宁,0,330, 15000元/平米 
3室2厅1卫,135.26平米,南,低层,简装修,2009年,有 ,个人产权,普通住宅,平层,板楼,西固,0,135, 9981元/平米 
3室2厅2卫,130.00平米,南北,高楼层,暂无,,,,,,,安宁区,0,150,11538元/平米
3室2厅2卫,143.43平米,南北,中层,精装修,2015年,有 ,商品房,普通住宅,,板楼,七里河,1,236, 16454元/平米 
3室2厅1卫,75平米,东,低层,精装修,,无 ,个人产权,普通住宅,平层,板楼,城关,1,168, 22400元/平米 
2室1厅1卫,79.94平米,南北,高层,简装修,2004年,有 ,商品房,,,板楼,七里河,0,81.8, 10233元/平米 
2室2厅1卫,97.00平米,东南,低楼层,暂无,,,,,,,城关,0,110,11340元/平米
1室1厅1卫,42.00平米,南,中楼层,暂无,,,,,,,安宁区,0,48,11429元/平米
2室2厅1卫,92.27平米,南,高层,精装修,2014年,有 ,商品房,普通住宅,,板楼,安宁,0,142, 15390元/平米 
2室2厅1卫,106.15平米,南北,中层,精装修,2004年,有 ,商品房,普通住宅,平层,板楼,城关,1,123, 11587元/平米 
4室2厅2卫,179平米,南北,低层,中装修,2004年,有 ,个人产权,普通住宅,平层,板楼,城关,0,175, 9777元/平米 
3室2厅2卫,144平米,南北,高层,精装修,2008年,有 ,商品房,,平层,钢混,城关,0,240, 16667元/平米 
2室2厅1卫,105平米,东西,中层,简装修,2003年,有 ,商品房,普通住宅,,板楼,城关,1,126, 12000元/平米 
1室1厅1卫,61.75平米,西,高层,毛坯,2015年,有 ,经济适用房,普通住宅,平层,,七里河,0,45, 7287元/平米 
2室1厅1卫,40平米,南北,中层,中装修,2000年,无 ,房改房,普通住宅,平层,,城关,0,55, 13750元/平米 
2室1厅1卫,81.1平米,南北,中层,精装修,2001年,有 ,商品房,普通住宅,,板楼,七里河,1,112, 13810元/平米 
1室1厅1卫,60.00平米,南,高楼层,暂无,,,,,,,城关,1,60,10000元/平米
3室2厅2卫,131.00平米,南北,中楼层,暂无,,,,,,,安宁,0,140,10687元/平米
3室2厅2卫,110平米,南北,高层,毛坯,2016年,无 ,商品房,普通住宅,平层,板楼,城关,0,112, 10182元/平米 
2室2厅1卫,92平米,南北,低层,简装修,2011年,有 ,个人产权,普通住宅,平层,板楼,安宁,1,114.8, 12478元/平米 
2室1厅1卫,95平米,西北,低层,精装修,2013年,有 ,商品房,,,板楼,七里河,1,165, 17368元/平米 
3室2厅2卫,141.55平米,东南,中层,毛坯,2010年,有 ,商品房,普通住宅,,板楼,安宁,0,177.6, 12547元/平米 
3室2厅2卫,105.54平米,南北,中层,毛坯,2013年,无 ,经济适用房,普通住宅,平层,板楼,城关,1,115, 10896元/平米 
1室1厅1卫,48.47平米,南北,低层,简装修,2008年,无 ,商品房,,,板楼,七里河,1,65, 13410元/平米 
2室1厅1卫,80平米,南北,低层,简装修,2002年,无 ,商品房,普通住宅,,,城关,1,89.8, 11225元/平米 
3室2厅1卫,108平米,南北,中层,精装修,2014年,有 ,商品房,普通住宅,平层,板楼,安宁,0,150, 13889元/平米 
2室2厅1卫,88.71平米,南北,低层,中装修,,无 ,商品房,普通住宅,平层,,安宁,1,122, 13753元/平米 
3室2厅2卫,156.93平米,南北,中层,精装修,,有 ,个人产权,普通住宅,平层,板楼,城关,0,240, 15293元/平米 
2室2厅2卫,118.00平米,暂无,低楼层,暂无,,,,,,,安宁,0,130,11017元/平米
2室2厅1卫,97平米,南北,低层,简装修,2012年,有 ,个人产权,普通住宅,平层,板楼,城关,0,127, 13093元/平米 
3室2厅1卫,97.3平米,南北,高层,毛坯,2015年,有 ,商品房,普通住宅,平层,塔楼,安宁,0,131, 13464元/平米 
2室1厅1卫,106.00平米,南,高楼层,暂无,,,,,,,西固,1,80,7547元/平米
2室1厅1卫,97.53平米,南北,中层,简装修,2010年,有 ,个人产权,普通住宅,平层,板楼,城关,1,129, 13227元/平米 
2室1厅1卫,78.11平米,东西,低层,简装修,1998年,有 ,商品房,普通住宅,,板楼,七里河,1,106, 13571元/平米 
2室2厅1卫,104.18平米,南北,中层,精装修,2011年,有 ,商品房,,,板楼,七里河,1,122, 11711元/平米 
3室2厅1卫,98平米,南北,中层,毛坯,2018年,无 ,个人产权,普通住宅,平层,板楼,城关,0,97, 9898元/平米 
2室2厅1卫,89.00平米,南北,低楼层,暂无,,,,,,,七里河,0,85,9551元/平米
3室2厅2卫,178平米,西南,中层,简装修,2004年,无 ,个人产权,普通住宅,平层,板楼,城关,1,163, 9157元/平米 
2室2厅1卫,79.24平米,南,低层,精装修,2003年,有 ,个人产权,普通住宅,平层,板楼,城关,1,100, 12620元/平米 
2室1厅1卫,93.2平米,南,高层,毛坯,2016年,有 ,个人产权,普通住宅,平层,钢混,城关,1,120, 12876元/平米 
2室2厅1卫,97.47平米,南北,低层,简装修,1990年,无 ,个人产权,,平层,板楼,七里河,0,108, 11080元/平米 
2室2厅1卫,76.25平米,南北,低层,精装修,1999年,有 ,商品房,,,板楼,七里河,1,96.8, 12695元/平米 
2室2厅1卫,104.14平米,南北,中层,精装修,2010年,有 ,个人产权,普通住宅,,板楼,城关,1,135, 12963元/平米 
2室2厅1卫,94.55平米,东西,中层,简装修,2008年,有 ,个人产权,普通住宅,平层,板楼,安宁,1,147, 15547元/平米 
2室2厅1卫,90平米,南,低层,精装修,2013年,有 ,个人产权,普通住宅,平层,板楼,安宁,0,124.8, 13867元/平米 
2室2厅1卫,108平米,东南,中层,中装修,2008年,无 ,个人产权,普通住宅,平层,塔楼,城关,1,155, 14352元/平米 
3室2厅2卫,218.00平米,南北,中楼层,暂无,,,,,,,安宁,0,210,9633元/平米
2室2厅1卫,110.87平米,南北,低层,精装修,2002年,有 ,商品房,普通住宅,平层,塔板结合,城关,0,124, 11184元/平米 
2室2厅1卫,102.00平米,南北,中楼层,暂无,,,,,,,城关,0,100,9804元/平米
2室1厅1卫,71平米,南北,低层,毛坯,2005年,有 ,个人产权,普通住宅,平层,板楼,城关,1,87, 12254元/平米 
3室2厅2卫,152.46平米,东西,高层,精装修,1999年,无 ,商品房,普通住宅,平层,,城关,1,235, 15414元/平米 
3室2厅2卫,110平米,南北,低层,毛坯,2017年,有 ,个人产权,普通住宅,平层,塔板结合,城关,0,100, 9091元/平米 
3室2厅1卫,110平米,南北,中层,精装修,2009年,有 ,商品房(免税),普通住宅,平层,板楼,城关,1,130, 11818元/平米 
2室2厅1卫,105平米,南北,中层,精装修,2010年,有 ,个人产权,普通住宅,平层,钢混,城关,1,160, 15238元/平米 
3室2厅1卫,126.00平米,南北,中楼层,暂无,,,,,,,榆中,0,100,7937元/平米
2室1厅1卫,81平米,西南,中层,简装修,2005年,有 ,商品房,普通住宅,,板楼,七里河,1,90, 11111元/平米 
2室2厅1卫,107.00平米,南北,低楼层,暂无,,,,,,,安宁,0,110,10280元/平米
2室2厅2卫,48.34平米,东,中层,毛坯,2015年,无 ,商品房,普通住宅,平层,板楼,七里河,0,41, 8482元/平米 
3室2厅2卫,168平米,南北,中层,中装修,2005年,有 ,个人产权,普通住宅,平层,钢混,城关,0,195, 11607元/平米 
2室1厅1卫,74.28平米,南,低层,简装修,2000年,有 ,商品房,,,板楼,城关,0,89, 11982元/平米 
3室2厅2卫,104.00平米,南北,中楼层,暂无,,,,,,,城关,0,85,8173元/平米
3室2厅2卫,135平米,南北,高层,精装修,2022年,有 ,商品房,普通住宅,平层,板楼,七里河,0,140, 10370元/平米 
3室2厅2卫,130平米,南北,中层,毛坯,2017年,有 ,商品房(免税),普通住宅,平层,板楼,城关,0,188, 14462元/平米 
1室1厅1卫,50.99平米,东西,高层,简装修,2000年,无 ,商品房,普通住宅,,板楼,城关,1,72.5, 14218元/平米 
2室1厅1卫,65平米,南,高层,精装修,2002年,无 ,商品房,普通住宅,平层,钢混,城关,0,78, 12000元/平米 
2室2厅1卫,94平米,西北,高层,中装修,,无 ,个人产权,普通住宅,平层,钢混,城关,0,122, 12979元/平米 
2室2厅1卫,109平米,南北,高层,简装修,2003年,无 ,商品房,普通住宅,平层,钢混,城关,1,136, 12477元/平米 
2室2厅1卫,90.59平米,南北,中楼层,暂无,,,,,,,七里河,0,68,7506元/平米
2室1厅1卫,62平米,南北,低层,简装修,,无 ,个人产权,普通住宅,平层,板楼,安宁,1,70, 11290元/平米 
3室2厅2卫,116平米,南北,低层,毛坯,2016年,有 ,个人产权,普通住宅,平层,钢混,七里河,0,152, 13103元/平米 
2室2厅1卫,80平米,南,高层,精装修,2001年,无 ,个人产权,普通住宅,平层,塔板结合,安宁,0,86.7, 10838元/平米 
